|ocrSubjNumT|,|ocrTitle|
|1.1.2.1|,|LAMINAR SEPARATION OVER A TRANSPIRATION- COOLED SURFACE IN COMPRESSIBLE FLOW. Morris Morduchow, Polytechnic Institute of Brook- lyn. December 1955. 32p. diagrs. (NACA TN 3559) |
|1.1.2.1|,|ERROR IN AIRSPEED MEASUREMENT DUE TO THE STATIC -PRESSURE FIELD AHEAD OF AN AIRPLANE AT TRANSONIC SPEEDS. Thomas C. O'Bryan, Edward C. B. Danforth, and J. Ford Johnston. February 1956. 13p. diagrs., photos. (NACA Rept. 1239. Supersedes RM L9C25; RM L50L28; RM L52A17) |
|1.1.2.1|,|DISCHARGE COEFFICIENTS FOR COMBUSTOR- LINER AIR-ENTRY HOLES. I - CIRCULAR HOLES WITH PARALLEL FLOW. Ralph T. Dittrich and Charles C. Graves. Aprii 1956. 39p. diagrs. (NACA TN 3663) |
|1.1.2.1|,|EXPERIMENTAL MEASUREMENTS OF FORCES AND MOMENTS ON A TWO-DIMENSIONAL OSCIL- LATING WING AT SUBSONIC SPEEDS. Sherman A. Clevenson and Edward Widmayer, Jr. June 1956. 28p. diagra., tab. (NACA TN 3686. Supersedes RM L9K28a) |
|1.1.2.1|,|A STUDY OF THE HIGH-SPEED PERFORMANCE CHARACTERISTICS OF 90° BENDS IN CIRCULAR DUCTS. James T. Higginbotham, Charles C. Wood, and E. Floyd Valentine. June 1956. 28p. diagrs. (NACA TN 3696) |
|1.1.2.2|,|EFFECTS OF SWEEP ON CONTROLS. John G. Lowry, John A. Axelson, and Harold I. Johnson. June 3, 1948. 29p. diagrs. (NACA RM L8A28c) |
|1.1.2.2|,|RESULTS OF TWO FREE-FALL EXPERIMENTS ON FLUTTER OF THIN UNSWEPT WINGS IN THE TRANSONIC SPEED RANGE. William T. Lauten, Jr., and Herbert C. Nelson. May 8, 1951. 26p. diagrs., photo., tabs. (NACA RM L51C08) |
|1.1.2.2|,|PRESSURE MEASUREMENTS ON A BODY OF REVO- LUTION IN THE LANGLEY 16-FOOT TRANSONIC TUNNEL AND A COMPARISON WITH FREE-FALL DATA. Joseph M. Hallissy, Jr. March 1952. 19p. diagrs. (NACA RM L51L07a) |
|1.1.2.2|,|TRANSONIC DRAG CHARACTERISTICS AND PRES- SURE DISTRIBUTION ON THE BODY OF A WING- BODY COMBINATION CONSISTING OF A BODY OF REVOLUTION OF FINENESS RATIO 12 AND A WING HAVING SWEEPBACK OF 45°, ASPECT RATIO 4, TAPER RATIO 0.6, AND NACA 65A006 AIRFOIL SECTIONS. Max C. Kurbjun and Jim Rogers Thompson. April 1952. 28p. diagrs., photo., tabs. (NACA RML52B12) |
|1.1.2.2|,|PRESSURE DISTRIBUTION AND PRESSURE DRAG FOR A HEMISPHERICAL NOSE AT MACH NUM- BERS 2.05, 2.54. AND 3.04. Leo T. Chauvin. December 1952. 14p. diagrs., photos. (NACA RM L52K06) |
|1.1.2.2|,|FREE-FALL MEASUREMENTS OF THE EFFECTS OF WING-BODY INTERFERENCE ON THE TRAN- SONIC DRAG CHARACTERISTICS OF SWEPT -WING- SLENDER-BODY CONFIGURATIONS. Max C. Kurbjun and Jim Rogers Thompson. May 1953. 34p. diagrs., photos., tabs. (NACA RM L53C31) |
|1.1.2.2|,|EXPERIMENTAL CONVECTIVE HEAT TRANSFER TO A 4-INCH AND 6-INCH HEMISPHERE AT MACH NUMBERS FROM 1.62 TO 3.04. Leo T. Chauvin and Joseph P. Maloney. February 1954. 18p. diagrs., photos. (NACA RM L53L08a) |
|1.1.2.2|,|ON SLENDER-BODY THEORY AT TRANSONIC SPEEDS. Keith C. Harder and E. B. Klunker. March 1954. 12p. (NACA RM L54A29a) |
|1.1.2.2|,|MEASUREMENTS OF NORMAL-FORCE- COEFFICIENT FLUCTUATION ON FOUR 9- PERCENT-THICK AIRFOILS HAVING DIFFERENT LOCATIONS OF MAXIMUM THICKNESS. Milton D. Humphreys. April 1954. 21p. diagrs., photos. (NACA RM L54B22) |
|1.1.2.2|,|THEORETICAL PREDICTION OF PRESSURE DIS- TRIBUTIONS ON NONLIFTING AIRFOILS AT HIGH SUBSONIC SPEEDS. John R. Spreiter and Alberta Alksne. 1955. iii, 42p. diagrs., photos. (NACA Rept. 1217. Supersedes TN 3096) |
|1.1.2.2|,|MEASUREMENTS OF THE EFFECTS OF FINITE SPAN ON THE PRESSURE DISTRIBUTION OVER DOUBLE-WEDGE WINGS AT MACH NUMBERS NEAR SHOCK ATTACHMENT. Walter G. Vincenti. September 1955. 50p. diagrs. (NACA TN 3522) |
|1.1.2.2|,|FLIGHT INVESTIGATION OF THE SURFACE- PRESSURE DISTRIBUTION AND THE FLOW FIELD AROUND A CONICAL AND TWO SPHERICAL NON- ROTATING FULL-SCALE PROPELLER SPINNERS. Jerome B. Hammack, Milton L. Windier, and Elwood F. Scheithauer. September 1955. 36p. diagrs. , photos. (NACA TN 3535) |
|1.1.2.2|,|ERROR IN AIRSPEED MEASUREMENT DUE TO THE STATIC -PRESSURE FIELD AHEAD OF AN AIRPLANE AT TRANSONIC SPEEDS. Thomas C. O'Bryan, Edward C. B. Danforth, and J. Ford Johnston. February 1956. 13p. diagrs., photos. (NACA Rept. 1239. Supersedes RM L9C25; RM L50L28; RM L52A17) |
|1.1.2.2|,|EFFECT OF THICKNESS, CAMBER, AND THICK- NESS DISTRIBUTION ON AIRFOIL CHARACTERIS- TICS AT MACH NUMBERS UP TO 1.0. Bernard N. Daley and Richard S. Dick. March 1956. 75p. diagrs., photos., tab. (NACA TN 3607. Supersedes RM L52G31a) |
|1.1.2.2|,|EXPERIMENTAL INVESTIGATION OF THE FLOW AROUND LIFTING SYMMETRICAL DOUBLE- WEDGE AIRFOILS AT MACH NUMBERS OF 1.30 AND 1.41. Faul B. Gooderum and George P. Wood. March 1956. 86p. diagrs., photos. (NACA TN 3626) |
|1.1.2.2|,|ON THE RANGE OF APPLICABILITY OF THE TRANSONIC AREA RULE. John R. Spreiter. May 1956. 21p. diagrs. (NACA TN 3673. Super- sedes RM A54F28) |
|1.1.2.2|,|THE FLOW PAST AN UNSWEPT- AND A SWEPT - WING-BODY COMBINATION AND THEIR EQUIVA- LENT BODIES OF REVOLUTION AT MACH NUM- BERS NEAR 1.0. Walter F. Lindsey. June 1956. 18p. diagrs., photos. (NACA TN 3703. Supersedes RM L54A28a) |
|1.1.2.3|,|EXPERIMENTAL INVESTIGATION AT SUPERSONIC SPEEDS OF TWIN-SCOOP DUCT INLETS OF EQUAL AREA. I. - AN INLET ENCLOSING 61.5 PERCENT OF THE MAXIMUM CIRCUMFERENCE OF THE FOREBODY. Wallace F. Davis and David L. Goldstein. January 21, 1948. 16p. diagrs., photos. (NACA RM A7J27) |
|1.1.2.3|,|EXPERIMENTAL INVESTIGATION AT SUPERSONIC SPEEDS OF TWIN-SCOOP DUCT INLETS OF EQUAL AREA. O - EFFECTS OF SLOTS UPON AN INLET ENCLOSING 61.5 PERCENT OF THE MAXIMUM CIRCUMFERENCE OF THE FOREBODY. Wallace F. Davis and David L. Goldstein. June 9, 1948. 15p. diagrs., photos. (NACA RM A8C11) |
|1.1.2.3|,|AERODYNAMIC INVESTIGATION OF A PARABOLIC BODY OF REVOLUTION AT MACH NUMBER OF 1.92 AND SOME EFFECTS OF AN ANNULAR JET EXHAUSTING FROM THE BASE. Eugene S. Love. February 8, 1950. 75p. diagrs., photos., tab. (NACA RM L9K09) |
|1.1.2.3|,|AERODYNAMIC CHARACTERISTICS OF NACA RM- 10 MISSILE IN 8- BY 6-FOOT SUPERSONIC WIND TUNNEL AT MACH NUMBERS FROM 1.49 TO 1.98. 11 - PRESENTATION AND ANALYSIS OF FORCE MEASUREMENTS. Fred T. Esenwein, Leonard J. Obery, and Carl F. Schueller. July 21, 1950. 34p diagrs., photo. (NACA RM E50D28) |
|1.1.2.3|,|AERODYNAMIC CHARACTERISTICS OF NACA RM-10 MISSILE IN 8- BY 6-FOOT SUPERSONIC WIND TUNNEL AT MACH NUMBERS FROM 1.49 TO 1.98. HI - ANALYSIS OF FORCE DISTRIBUTION AT ANGLE OF ATTACK (STABILIZING FINS RE- MOVED). Roger W. Luidens and Paul C. Simon. December 12, 1950. 26p. diagrs. (NACA RM E50I19) |
|1.1.2.3|,|SOME EXPERIMENTS ON THE FLUTTER OF SWEPTBACK CANTILEVER WING MODELS AT MACH NUMBER 1.3. W. J. Tuovila. March 15, 1951. lOp. diagrs., tab. (NACA RM L51A11) |
|1.1.2.3|,|AN INVESTIGATION OF FOUR WINGS OF SQUARE PLAN FORM AT A MACH NUMBER OF 6.86 IN THE LANGLEY 11 -INCH HYPERSONIC TUNNEL. Charles H. McLellan, Mitchel H. Bertram, and JohnA. Moore. June 1951. 47p. diagrs., photos. (NACA RM L51D17) |
|1.1.2.3|,|FLOW SEPARATION AHEAD OF A BLUNT AXIALLY SYMMETRIC BODY AT MACH NUMBERS 1.76 TO 2.10. W. E. Moeckel. December 1951. 12p. diagrs., photos. (NACA RM E51I25) |
|1.1.2.3|,|PRESSURE MEASUREMENTS ON A BODY OF REVO- LUTION IN THE LANGLEY 16-FOOT TRANSONIC TUNNEL AND A COMPARISON WITH FREE-FALL DATA. Joseph M. Hallissy, Jr. March 1952. 19p. diagrs. (NACA RM L51L07a) |
|1.1.2.3|,|TRANSONIC DRAG CHARACTERISTICS AND PRES- SURE DISTRIBUTION ON THE BODY OF A WING- BODY COMBINATION CONSISTING OF A BODY OF REVOLUTION OF FINENESS RATIO 12 AND A WING HAVING SWEEPBACK OF 45°, ASPECT RATIO 4, TAPER RATIO 0.6, AND NACA 65A006 AIRFOIL SECTIONS, Max C. Kurbjun and Jim Rogers Thompson. April 1952. 28p. diagrs., photo., tabs. (NACA RML52B12) |
|1.1.2.3|,|SOME WIND-TUNNEL RESULTS OF AN INVESTIGA- TION OF THE FLUTTER OF SWEPTBACK- AND TRIANGULAR-WING MODELS AT MACH NUMBER 1.3. W. J. Tuovila. May 1952. 12p. diagrs., tab. (NACARM L52C13) |
|1.1.2.3|,|PRELIMINARY DATA AT A MACH NUMBER OF 2.40 OF THE CHARACTERISTICS OF FLAP-TYPE CON- TROLS EQUIPPED WITH PLAIN OVERHANG BAL- ANCES. James N. Mueller and K. R. Czarnecki. September 1952. 43p. diagrs., photos. (NACA RML52F10) |
|1.1.2.3|,|INVESTIGATIONS AT SUPERSONIC SPEEDS OF THE BASE PRESSURE ON BODIES OF REVOLUTION * WITH AND WITHOUT SWEPTBACK STABILIZING FINS. Eugene S. Love and Robert M. O'Donnell. December 1952. 66p. diagrs., photos. (NACA RML52J21a) |
|1.1.2.3|,|INVESTIGATION OF THE AERODYNAMIC CHARAC- TERISTICS OF THE NACA RM-10 MISSILE (WITH FINS) AT A MACH NUMBER OF 1.62 IN THE LANGLEY 9-INCH SUPERSONIC TUNNEL. Donald E. Coletti. December 1952. 21p. diagrs. (NACA RM L52J23a) |
|1.1.2.3|,|PRESSURE DISTRIBUTION AND PRESSURE DRAG FOR A HEMISPHERICAL NOSE AT MACH NUM- BERS 2.05. 2.54. AND 3.04. Leo T. Chauvin. December 1952. 14p. diagrs., photos. (NACA RM L52K06) |
|1.1.2.3|,|INVESTIGATIONS OF THE DAMPING IN ROLL OF SWEPT AND TAPERED WINGS AT SUPERSONIC SPEEDS. Russell W. McDearmon and Harry S. Heinke, Jr. March 1953. 35p. diagrs., photos., tab. (NACA RM L53A13) |
|1.1.2.3|,|AN EXPERIMENTAL INVESTIGATION OF THE ZERO-LIFT-DRAG CHARACTERISTICS OF SYM- METRICAL BLUNT-TRAILING-EDGE AIRFOILS AT MACH NUMBERS FROM 2.7 TO 5.0. Clarence A. Syvertson and Hermilo R. Gloria. April 1953. 31p. diagrs., photos., tabs. (NACA RM A53B02) |
