|ocrSubjNumT|,|ocrTitle|
|1.1.1|,|INDUCED VELOCITIES NEAR A LIFTING ROTOR WITH NONUNIFORM DISK LOADING. Harry H. HeysonandS. Katzoff. 1957. iii, 88p. diagrs., photos., tab. (NACA Rept. 1319. Supersedes TN 3690; TN 3691) |
|1.1.1|,|THEORETICAL AND EXPERIMENTAL INVESTIGA- TION OF THE SUBSONIC-FLOW FIELDS BENEATH SWEPT AND UNSWEPT WINGS WITH TABLES OF VORTEX -INDUCED VELOCITIES. William J. Alford, Jr. 1957. ii, 43p. diagrs., photo., tabs. (NACA Rept. 1327. Supersedes TN 3738) |
|1.1.1|,|THEORETICAL ANALYSIS OF TOTAL -PRESSURE LOSS AND AIRFLOW DISTRIBUTION FOR TUBULAR TURBOJET COMBUSTORS WITH CONSTANT ANNU- LUS AND LINER CROSS-SECTIONAL AREAS. Charles C. Graves and Jack S. Grobman. January 1957. 85p. diagrs., tab. (NACA RM E56I04) |
|1.1.1|,|INFLUENCE OF TURBULENCE ON TRANSFER OF HEAT FROM CYLINDERS. J. Kestln and P. F. Maeder, Brown University. October 1957. 78p. diagrs., tabs. (NACA TN 4018) |
|1.1.1|,|EFFECT OF FLOW INCIDENCE AND REYNOLDS NUMBER ON LOW-SPEED AERODYNAMIC CHAR- ACTERISTICS OF SEVERAL NONCIRCULAR CYL- INDERS WITH APPLICATIONS TO DIRECTIONAL STABILITY AND SPINNING. Edward C. Polhamus. January 1958. 54p. diagrs., photo., t** (NACA TN 4176) |
|1.1.1|,|TURBULENT FLOW THROUGH POROUS RESIST- ANCES SLIGHTLY INCUNED TO THE FLOW DIRECTION. Albert L. Loeffler, Jr., and Morris Perlmutter. February 1958. 30p. diagrs., photos. (NACA TN 4221) |
|1.1.1|,|SKIN-FRICTION MEASUREMENTS IN INCOMPRES- SIBLE FLOW. Donald W. Smith and John H. Walker. March 1958. 67p. diagrs., photo., tabs. (NACA TN 4231) |
|1.1.1|,|TURBULENT SHEARING STRESS IN THE BOUND- ARY LAYER OF YAWED FLAT PLATES. Harry Ashkenas, Cornell University. April 1958. 58p. diagrs., photos., tab. (NACA TN 4140) |
|1.1.1|,|AN APPROXIMATE METHOD FOR DESIGN OR ANALYSIS OF TWO-DIMENSIONAL SUBSONIC- FLOW PASSAGES. E. Floyd Valentine. April 1958. 38p. diagrs., photo. (NACA TN 4241) |
|1.1.1|,|GENERAL SOLUTIONS FOR FLOW PAST SLENDER CAMBERED WINGS WITH SWEPT TRAILING EDGES AND CALCULATION OF ADDITIONAL LOADING DUE TO CONTROL SURFACES. E. B. Klunker and Keith C, Harder. May 1958. 55p. diagrs. (NACA TN 4242) |
|1.1.1|,|ELLIPTIC FUNCTIONS AND INTEGRALS WITH REAL MODULUS IN FLUID MECHANICS. (Les Functions et Integrates Elliptiques a Module Reel en Mecanique des Fluides). Robert Legendre, June 1958. 113p. diagrs., (NACA TM 1435. Translation of Office National d'Etudes et de Recherches Aeronautiques, Publication 71, 1954) |
|1.1.1|,|AERODYNAMIC RESEARCH ON FUSELAGES WITH RECTANGULAR CROSS SECTION. (Aerodynamische Untersuchungen an Rumpfen mit rechteckahnlichem Querschnitt.) K. Maruhn. July 1958. 37p. diagrs. (NACA TM 1414. Translation from Jahrbuch 1942 derdeutschen Luftfahrtforschung, p. 263-279.) |
|1.1.1|,|BOUNDARY -LAYER STABILITY DIAGRAMS FOR ELECTRICALLY CONDUCTING FLUIDS IN THE PRESENCE OF A MAGNETIC FIELD. Vernon J. Rossow. August 1958. 32p. diagrs., tabs. (NACA TN 4282) |
|1.1.1|,|SOME NUMERICAL SOLUTIONS OF SIMILARITY EQUATIONS FOR THREE-DIMENSIONAL LAMINAR INCOMPRESSIBLE BOUNDARY -LAYER FLOWS. Peggy L. Yohner and Arthur G. Hansen. September 1958. 76p. diagrs., tabs. (NACA TN 4370) |
|1.1.1|,|ANALYSIS OF TURBULENT FLOW AND HEAT TRANSFER IN NONCIRCULAR PASSAGES. Robert G. Deisster and Maynard F. Taylor. September 1958. 35p. diagrs. (NACA TN 4384) |
|1.1.2|,|INVESTIGATION OF PRESSURE RECOVERY OF A SINGLE-CONICAL-SHOCK NOSE INLET AT MACH NUMBER 5.4. Harry Bernstein and Rudolph C. HaefelL April 1953. 22p. diagrs., photos. (NACA RM E53A12) |
|1.1.2|,|DESIGN PROCEDURE AND LIMITED TEST RE- SULTS FOR A HIGH SOLIDITY, 12-INCH TRAN- SONIC IMPELLER WITH AXIAL DISCHARGE. Einwood C. Wright and Karl Kovach. April 1953. 37p. photos., diagrs., tab. (NACA RM E53B09) |
|1.1.2|,|INVESTIGATION OF WING FLUTTER AT TRAN- SONIC SPEEDS FOR SIX SYSTEMATICALLY VARIED WING PLAN FORMS. George W. Jones, Jr., and Hugh C. DuBose. August 1953. 32p. diagrs., photos., 3 tabs. (NACA RM L53G10a) |
|1.1.2|,|PUMPING AND THRUST CHARACTERISTICS OF SEVERAL DIVERGENT COOLING-AIR EJECTORS AND COMPARISON OF PERFORMANCE WITH CON- ICAL AND CYLINDRICAL EJECTORS. S. C. Huntley and Herbert Yanowitz, January 1954. 42p. diagrs. (NACA RM E53J13) |
|1.1.2|,|GENERAL CONSIDERATIONS OF MACH NUMBER EFFECTS ON COMPRESSOR-BLADE DESIGN. John F. Klapproth. April 1954. 24p. diagrs., photos. (NACA RM E53L23a) |
|1.1.2|,|PRELIMINARY INVESTIGATION OF PUMPING AND THRUST CHARACTERISTICS OF FULL-SIZE COOLING-AIR EJECTORS AT SEVERAL EXHAUST- GAS TEMPERATURES. W. K. Greathouse. April 1954. 130p. diagrs., photos., tab. (NACA RM E54A18) |
|1.1.2|,|EXPERIMENTAL DATA FOR FOUR FULL-SCALE CONICAL COOLING-AIR EJECTORS. C. C. Ciepluth and D. B. Fenn. November 1954. 4lp. diagrs., photo., tab. (NACA RM E54F02) |
|1.1.2|,|INVESTIGATION OF COMPRESSIBLE FLOW MIXING LOSSES OBTAINED DOWNSTREAM OF A BLADE ROW. Warner L. Stewart. December 1954. 2lp. diagrs. (NACA RM E 541 20) |
|1.1.2|,|PRELIMINARY FLIGHT-DETERMINED PRESSURE DISTRIBUTIONS OVER THE WING OF THE DOUGLAS X-3 RESEARCH AIRPLANE AT SUBSONIC AND TRANSONIC MACH NUMBERS. Gareth H. Jordan and C. Kenneth Hutchins, Jr. April 1955. 34p. diagrs., photos., tabs. (NACA RM H55A10) |
|1.1.2|,|PRELIMINARY ATTEMPTS AT ISOTHERMAL COM- PRESSION OF A SUPERSONIC AIR STREAM. E. Perchonok andF. Wilcox. January 1956. 33p. diagrs., photos., tab. (NACA RM E55I29a) |
|1.1.2|,|A METHOD FOR THE DESIGN OF POROUS-WALL WIND TUNNELS. George M. Stokes. January 1956. 5 Op. diagrs., photo., tabs. (NACA RM L55J13a) |
|1.1.2|,|EXPERIMENTAL INVESTIGATION OF INTERFER- ENCE EFFECTS OF LATERAL-SUPPORT STRUTS ON AFTERBODY PRESSURES AT MACH 1.9. John L. Klann and Ronald G. Huff. May 1956. 13p. diagrs., tab. (NACA RM E56C16) |
|1.1.2|,|AVERAGE PROPERTIES OF COMPRESSIBLE LAM- INAR BOUNDARY LAYER ON FLAT PLATE WITH UNSTEADY FLIGHT VELOCITY. Franklin K Moore and Simon Ostrach. 1957. iii, 12p. diagrs., tabs. (NACA Rept. 1325. Supersedes TN 3886) |
|1.1.2|,|THEORETICAL AND EXPERIMENTAL INVESTIGA- TION OF THE SUBSONIC -FLOW FIELDS BENEATH SWEPT AND UNSWEPT WINGS WITH TABLES OF VORTEX-INDUCED VELOCITIES. William J. Alford, Jr. 1957. ii, 43p. diagrs., photo., tabs. (NACA Rept. 1327. Supersedes TN 3738) |
|1.1.2|,|THEORETICAL ANALYSIS OF TOTAL-PRESSURE LOSS AND AIRFLOW DISTRIBUTION FOR TUBULAR TURBOJET COMBUSTORS WITH CONSTANT ANNU- LUS AND LINER CROSS -SECTIONAL AREAS. Charles C. Graves and Jack S. Grobman. January 1957. 85p. diagrs., tab. (NACA RM E56I04) |
|1.1.2|,|DESIGN AND TEST OF MDXED-FLOW IMPELLERS. Vm - COMPARISON OF EXPERIMENTAL RESULTS FOR THREE IMPELLERS WITH SHROUD REDE- SIGNED BY RAPID APPROXIMATE METHOD. Walter M. Osborn, Kenneth J. Smith, and Joseph T. Hamrick. February 1957. 32p. diagrs., photos. (NACA RM E56L07) |
|1.1.2|,|REFLECTION AND REFRACTION OF ACOUSTIC WAVES BY A SHOCK WAVE. (Reflexion et refrac- tion d'ondes acoustiques par une onde de choc. ) J. Brillouin. July 1957. 42p. diagrs. (NACA TM 1409. Translation from Acustica, v. 5, no. 3, 1955, p. 149-163) |
|1.1.2|,|FLIGHT MEASUREMENTS OF BOUNDARY-LAYER TEMPERATURE PROFILES ON A BODY OF REVO- LUTION (NACA RM-10) AT MACH NUMBERS FROM 1.2 TO 3.5. Andrew G. Swanson, James J. Bug 11 a, and Leo T. Chauvin. July 1957. 40p. diagrs., photos. (NACA TN J 4061) |
|1.1.2|,|STABILITY OF LAMINAR BOUNDARY LAYER NEAR A STAGNATION POINT OVER AN IMPERMEABLE WALL AND A WALL COOLED BY NORMAL FLUID INJECTION. Morris Morduchow, Richard G. Grape, and Richard P. Shaw, Polytechnic Institute of Brooklyn. August 1957. 56p. diagrs., tabs. (NACA TN 4037) |
|1.1.2|,|ANALYSIS OF SHOCK MOTION IN DUCTS DURING DISTURBANCES IN DOWNSTREAM PRESSURE. Herbert G. Hurrell. September 1957. lip. diagr. (NACA TN 4090) |
|1.1.2|,|FLOW-TURNING LOSSES ASSOCIATED WITH ZERO- DRAG EXTERNAL-COMPRESSION SUPERSONIC INLETS. Rudolph C. Meyer. October 1957. 18p. diagrs. (NACA TN 4096) |
|1.1.2|,|HEAT TRANSFER AND RECOVERY TEMPER- ATURES ON A SPHERE WITH LAMINAR, TRAN- SITIONAL, AND TURBULENT BOUNDARY LAYERS AT MACH NUMBERS OF 2.00 AND 4.15. Ivan E. Beckwith and James J. Gallagher. (NACA TN 4125) |
|1.1.2|,|APPROXIMATE CALCULATION OF THE COMPRES- SIBLE TURBULENT BOUNDARY LAYER WITH HEAT TRANSFER AND ARBITRARY PRESSURE GRADIENT. Eli Reshotko and Maurice Tucker. December 1957. 34p. diagrs. (NACA TN 4154) |
|1.1.2|,|DISCHARGE COEFFICIENTS FOR COMBUSTOR- LtNER AIR-ENTRY HOLES. H - FLUSH RECTAN- GULAR HOLES, STEP LOUVERS, AND SCOOPS. Ralph T. Dittrich. April 1958. 56p. diagrs., tab. (NACA TN 3924) |
|1.1.2|,|AN EXPERIMENTAL STUDY OF THE TURBULENT BOUNDARY LAYER ON A SHOCK-TUBE WALL. Paul B. Gooderum. June 1958. 63p. diagrs., photos., tab. (NACA TN 4243) |
|1.1.2|,|INTERNAL CHARACTERISTICS AND PERFORM- ANCE OF AN AERODYNAMICALLY CONTROLLED, VARIABLE-DISCHARGE CONVERGENT NOZZLE. Jack G. McArdle. July 1958. 33p. diagrs., photo., tabs. (NACA TN 4312) |
|1.1.2|,|COMPRESSD3LE LAMINAR FLOW AND HEAT TRANSFER ABOUT A ROTATING ISOTHERMAL DISK. Simon Ostrach and Philip R. Thornton. August 1958. 18p. diagrs., tab. (NACA TN 4320) |
|1.1.2|,|APPLICATION OF THE METHOD OF COORDINATE PERTURBATION TO UNSTEADY DUCT FLOW. Seymour C. Himmel, Case Institute of Technology. September 1958. (i), I52p. diagrs., tabs. (NACA TM 1439) |
|1.1.2|,|SIMILAR SOLUTIONS FOR THE COMPRESSIBLE BOUNDARY LAYER ON A YAWED CYLINDER WITH TRANSPIRATION COOLING. Ivan E. Beckwith. September 1958. 72p. diagrs., tabs. (NACA TN 4345) |
|1.1.2|,|TABLES AND GRAPHS OF NORMAL-SHOCK PARAM- ETERS AT HYPERSONIC MACH NUMBERS AND SELECTED ALTITUDES. Paul W. Huber. September 1958. 26d. diacrs.. tabs. (NACA TN 4352) |
|1.1.2|,|ANALYTICAL AND EXPERIMENTAL INVESTIGA- TION OF TEMPERATURE RECOVERY FACTORS FOR FULLY DEVELOPED FLOW OF AIR IN A TUBE. R. G. Deissler, W. F. Weiland, and W. H. Lowdermilk. September 1958. 35p. diagrs., tab. (NACA TN 4376) |
|1.1.2|,|PRELIMINARY HEAT -TRANSFER STUDIES ON TWO BODIES OF REVOLUTION AT ANGLE OF ATTACK AT A MACH NUMBER OF 3.12. Norman Sands and John R. Jack. September 1958. 29p. diagrs., photos,, tabs. (NACA TN 4378) |
|1.1.2.1|,|CALIBRATION OF THE SLOTTED TEST SECTION OF THE LANGLEY 8-FOOT TRANSONIC TUNNEL AND PRELIMINARY EXPERIMENTAL INVESTIGA- TION OF BOUNDARY-REFLECTED DISTURBANCES. Virgil S. Ritchie and Alb in O. Pearson. July 1952. 87p. diagrs., photos. (NACA RM L51K14) |
|1.1.2.1|,|INVESTIGATION OF CONICAL SUBSONIC DIFFUS- ERS FOR RAM-JET ENGINES. John M. Farley and Henry J. Welna. March 1954. 40p. diagrs., photos., tabs. (NACA RM E53L15) |
|1.1.2.1|,|PERFORMANCE CHARACTERISTICS OF SEVERAL SHORT ANNULAR DIFFUSERS FOR TURBOJET ENGINE AFTERBURNERS. William E. Mallett and James L. Harp, Jr. May 1954. 31p. diagrs., photo . (NACA RM E 54B09) |
|1.1.2.1|,|LOW-VELOCITY TURNING AS A MEANS OF MINI- MIZING BOUNDARY -LAYER ACCUMULATIONS RESULTING FROM SECONDARY FLOWS WITHIN TURBINE STATORS. Warner L. Stewart and Robert Y. Wong. May 1954, 18p. diagrs., photo. (NACA RM E54B16) |
|1.1.2.1|,|CONTRIBUTIONS ON THE MECHANICS OF BOUNDARY-LAYER TRANSITION. G. B. Schubauer and P . S. Klebanoff , National Bureau of Standards. 1956. ii, lip. diagrs. (NACA Rept- 1289. Super- sedes TN 3489) |
|1.1.2.1|,|VISUALIZATION OF ROTOR TIP SECONDARY FLOWS WITH BLADE TD? AIR DISCHARGE AND SUCTION IN A LOW -SPEED TURBINE . Milton G . Kofskey and Hubert W. Allen. August 1956. 28p. diagrs., photos. (NACA RM E56E16) |
|1.1.2.1|,|ON SLENDER -BODY THEORY AT TRANSONIC SPEEDS. Keith C Harder and E. B. Klunker. 1957. ii, 6p. (NACA Rept. 1315. Supersedes TN 3815) |
|1.1.2.1|,|THEORETICAL ANALYSIS OF TOTAL -PRESSURE LOSS AND AIRFLOW DISTRIBUTION FOR TUBULAR TURBOJET COMBUSTORS WITH CONSTANT ANNU- LUS AND LINER CROSS-SECTIONAL AREAS. Charles C. Graves and Jack S. Grobman. January 1957. 85p. diagrs., tab. (NACA RM E56I04) |
|1.1.2.1|,|EFFECT OF*NOSE SHAPE ON SUBSONIC AERO- DYNAMIC CHARACTERISTICS OF A BODY OF REVOLUTION HAVING A FINENESS RATIO OF 10.94. Edward C. Polhamus. August 1957. 29p. diagrs. (NACA RM L57F25) |
|1.1.2.1|,|AN INVESTIGATION OF FLOW IN CIRCULAR AND ANNULAR 90° BENDS WITH A TRANSITION IN CROSS SECTION. Stafford W. Wilbur. August 1957. 32p. diagrs., photos., tabs. (NACA TN 3995) |
|1.1.2.1|,|EXPERIMENTAL INVESTIGATION OF TRANSPIRA- TION COOLING FOR A TURBULENT BOUNDARY LAY£R IN SUBSONIC FLOW USING AIR AS A COOLANT. William E. Brunk. October 1957. 35p. diagrs. (NACA TN 4091) |
|1.1.2.1|,|MOMENTUM TRANSFER FOR FLOW OVER A FLAT PLATE WITH BLOWING. H. S. Mickley and R. S, Davis, Massachusetts Institute of Technology. November 1957. 64p. diagrs,, tabs. (NACA TN 4017) |
|1.1.2.1|,|TURBULENCE MEASUREMENTS IN MULTIPLE INTERFERING AIR JETS. James C- Laurence and JeanM. Benninghoff. December 1957. 37p. diagrs., photos. (NACA TN 4029) |
|1.1.2.1|,|DISCHARGE COEFFICIENTS FOR COMBUSTOR- LINER AIR-ENTRY HOLES. II - FLUSH RECTAN- GULAR HOLES, STEP LOUVERS, AND SCOOPS. Ralph T. Dittrich. April 1958. 56p. diagrs., tab. (NACA TN 3924) |
|1.1.2.1|,|AN APPROXIMATE METHOD FOR DESIGN OR ANALYSIS OF TWO-DIMENSIONAL SUBSONIC - FLOW PASSAGES. E. Floyd Valentine. April 1958. 38p. diagrs., photo. (NACA TN 4241) |
|1.1.2.1|,|LOCAL ISOTROPV IN TURBULENT SHEAR FLOW. Stanley Corrsin. Johns Hopkins University. May 1958. 15p. diagr. (NACA RM 58B11) |
|1.1.2.1|,|SOME EFFECTS OF VANES AND OF TURBULENCE IN TWO-DIMENSIONAL WIDE-ANGLE SUBSONIC DIFFUSERS. Carl A. Moore, Jr., and Stephen J. Kline, Stanford University. June 1958. iii, 139p. diagrs., photos., tabs., film suppl. available on &gt; request. (NACA TN 4080) |
|1.1.2.1|,|ANALYTICAL AND EXPERIMENTAL INVESTIGA- TION OF AERODYNAMIC FORCES AND MOMENTS ON LOW -ASPECT-RATIO WINGS UNDERGOING FLAPPING OSCILLATIONS. Donald S. Woolston, Sherman A. Clevenson, and Sumner A. Leadbetter. August 1958. 25p. diagrs., tab. (NACA TN 4302) |
|1.1.2.1|,|SECOND-ORDER SLENDER-BODY THEORY - AXISYMMETRIC FLOW. Milton D. Van Dyke. September 1958. (i), 46p. (NACA TN 4281) |
|1.1.2.1|,|EFFECT OF SOME EXTERNAL CROSSWISE STIFF- ENERS ON THE HEAT TRANSFER AND PRESSURE DISTRIBUTION ON A FLAT PLATE AT MACH NUM- BERS OF 0.77, 1.39, AND 1.98. Howard S. Carter. September 1958. 21p. diagrs., photo., tab. (NACA TN 4333) |
|1.1.2.1|,|ANALYTICAL AND EXPERIMENTAL INVESTIGA- TION OF TEMPERATURE RECOVERY FACTORS FOR FULLY DEVELOPED FLOW OF AIR IN A TUBE. R. G. Deissler, W. F. Weiland, and W. H. Lowdermilk. September 1958. 35p. diagrs., tab. (NACA TN 4376) |
|1.1.2.2|,|TWO-DIMENSIONAL CHORDWISE LOAD DISTRIBU- TIONS AT TRANSONIC SPEEDS. Walter F. Lindsey and Richards. Dick. February 1952. 41p. diagrs., photos. (NACA RM L51I07) |
|1.1.2.2|,|CALIBRATION OF THE SLOTTED TEST SECTION OF THE LANGLEY 8-FOOT TRANSONIC TUNNEL AND PRELIMINARY EXPERIMENTAL INVESTIGA- TION OF BOUNDARY-REFLECTED DISTURBANCES. Virgil S. Ritchie and Albin O. Pearson. July 1952. 87p. diagrs., photos. (NACA RM L51K14) |
|1.1.2.2|,|AIR-FLOW AND POWER CHARACTERISTICS OF THE LANGLEY 16-FOOT TRANSONIC TUNNEL WITH SLOTTED TEST SECTION. Vernon G. Ward, Charles F. White omb, and Merwin D. Pearson. July 1952. 50p. diagrs., photos. (NACA RM L52E01) |
|1.1.2.2|,|AN INVESTIGATION OF SOME FACTORS AFFECT- ING THE DRAG OF RELATIVELY LARGE NON- LIFTING BODIES QF REVOLUTION IN A SLOTTED TRANSONIC WIND TUNNEL. Robert E. Pendley and Carroll R. Bryan. January 1953. 52p. diagrs., photos., tabs. (NACA RM L52H22) |
|1.1.2.2|,|INVESTIGATION OF THE DRAG OF BLUNT -NOSED BODIES OF REVOLUTION IN FREE FLIGHT AT MACH NUMBERS FROM 0.6 TO 2.3. Harvey A. Wallskog and Roger G. Hart. June 1953. 28p. diagrs., photos., tab. (NACA RM L53D14a) |
|1.1.2.2|,|GENERAL CONSIDERATIONS OF MACH NUMBER EFFECTS ON COMPRESSOR-BLADE DESIGN. . John F. Klapproth. April 1954. 24p. diagrs., photos. (NACA RM E53L23a) |
|1.1.2.2|,|WING PRESSURE DISTRIBUTIONS AT LOW LIFT FOR THE XF-92A DELTA-WING AIRPLANE AT . TRANSONIC SPEEDS. Earl R. Keener. October 1954. 54p. diagrs., photos., tabs. (NACA RM H54H06) |
|1.1.2.2|,|FLOW AND FORCE CHARACTERISTICS OF 2-PERCENT-THICK AIRFOILS AT TRANSONIC SPEEDS. Walter F. Lindsey and Emma Jean Landrum. January 1955. 74p. diagrs., photos. (NACA RM L54I30) |
|1.1.2.2|,|SOME STUDIES OF AXISYMMETRIC FREE JETS EXHAUSTING FROM SONIC AND SUPERSONIC NOZZLES INTO STILL AIR AND INTO SUPERSONIC STREAMS. Eugene S. Love and Carl E. Grlgsby. May 1955. ii, i7Sp. diagrs., photos., tabs. (NACA RM L54L31) |
|1.1.2.2|,|A STUDY OF LOCAL-PRESSURE FLUCTUATIONS RELATIVE TO STATIC -PRESSURE DISTRIBUTIONS OF TWO-DIMENSIONAL AIRFOILS AT HIGH SUB- SONIC MACH NUMBERS. Charles F. Coe. December 1955. 66p. diagrs., photos. {NACARM A55J11) |
|1.1.2.2|,|INFLUENCE OF THE BODY FLOW FIELD ON THE ZERO-LIFT WAVE DRAG OF WING-BODY COMBI- NATIONS MODIFIED IN ACCORDANCE WITH THE TRANSONIC AREA RULE. William A. Page. February 1956. 26p. diagrs. (NACA RM A55K10) |
|1.1.2.2|,|INVESTIGATION OF UNSTEADY FLOW PAST FOUR NACA 6-PERCENT-THICK AIRFOIL SECTIONS. Charles L. Ladson and Walter F. Lindsey. July 1956. 17p. diagrs. (NACA RM L56E14) |
|1.1.2.2|,|ON SLENDER -BODY THEORY AT TRANSONIC SPEEDS. Keith C Harder and E. B. Klunker. 1957. ii, 6p. (NACARept. 1315. Supersedes TN 3815) |
|1.1.2.2|,|THREE-DIMENSIONAL TRANSONIC FLOW THEORY APPLIED TO SLENDER WINGS AND BODIES. Max. A. Heaslet and John R. Spreiter. 1957. iii, 29p. diagrs. (NACA Rept. 1318. Supersedes TN 3717) |
|1.1.2.2|,|THEORETICAL ANALYSIS OF TOTAL -PRESSURE LOSS AND AIRFLOW DISTRIBUTION FOR TUBULAR TURBOJET COMBUSTORS WITH CONSTANT ANNU- LUS AND LINER CROSS -SECTIONAL AREAS. Charles C. Graves and Jack S. Grobman. January 1957. 85p. diagrs., tab. (NACA RM E56I04) |
|1.1.2.2|,|A REEXAMINATION OF THE USE OF SIMPLE CONCEPTS FOR PREDICTING THE SHAPE AND LOCATION OF DETACHED SHOCK WAVES. Eugene S. Love. December 1957. 53p. diagrs. (NACA TN 4170) |
|1.1.2.2|,|THEORETICAL PRESSURE DISTRIBUTIONS FOR SEVERAL RELATED NONLIFTING AIRFOILS AT HIGH SUBSONIC SPEEDS. John R. Spreiter, Alberta Y. Alksne, andB. Jeanne Hyett. January 1958. (i), 52p. diagrs., tab. (NACA TN 4148) |
|1.1.2.2|,|COMPILATION OF INFORMATION ON THE TRAN- SONIC ATTACHMENT OF FLOWS AT THE LEAD- ING EDGES OF AIRFOILS. Walter F. Lindsey and Emma Jean Landrum. February 1958. 63p. diagrs., photos., tabs. (NACA TN 4204) |
|1.1.2.2|,|THE INTERACTION OF A REFLECTED SHOCK WAVE WITH THE BOUNDARY LAYER IN A SHOCK TUBE. Herman Mark, Cornell University. March 1958. ii, 128p. diagrs., photos., tabs. (NACA TM 1418) |
|1.1.2.2|,|EXPERIMENTAL STUDY OF THE EQUIVALENCE OF TRANSONIC FLOW ABOUT SLENDER CONE- CYLINDERS OF CIRCULAR AND ELLD?TIC CROSS SECTION. William A. Page. April 1958. 45p. diagrs., photos., tab. (NACA TN 4233) |
|1.1.2.2|,|MEASUREMENTS OF THE EFFECTS OF WALL OUTFLOW AND POROSITY ON WAVE ATTENUATION IN A TRANSONIC WIND TUNNEL WITH PERFO- RATED WALLS. Joseph M. Spiegel, Phillips J. Tunnell, and Warren S. Wilson. August 1958. 27p. diagrs. (NACA TN 4360) |
|1.1.2.2|,|THEORY AND EXPERIMENTS ON SUPERSONIC AIR- TO-AIR EJECTORS. (Theorie et experimentation des ejecteurs supersoniques ah -air .) J. Fabri and J. Paulon. September 1958. 30p. diagrs. . (NACA TM 1410. Translation of Office National d'Etudes et de Recherches Aeronautiques. Note Technique no. 36, 1956) |
|1.1.2.3|,|SUPERSONIC-TUNNEL TESTS OF TWO SUPER- SONIC AIRPLANE MODEL CONFIGURATIONS. Macon C. Ellis, Jr., Lowell E. Hasel, and Carl E. Grigsby. December 31, 1947. 49p. diagrs., photos., tab. (NACA RM L7J15) |
|1.1.2.3|,|EXPERIMENTAL PRESSURE DISTRIBUTION ON AN ASYMMETRICAL NONCONICAL BODY AT MACH NUMBER 1.90. DeMarquis D. Wyatt. February 24, 1949. 58p. diasrs.. photos., tabs. (NACA RM E9B03) |
|1.1.2.3|,|AN INVESTIGATION OF A SUPERSONIC AIRCRAFT CONFIGURATION HAVING A TAPERED WING WITH CIRCULAR-ARC SECTIONS AND 40&lt;&gt; SWEEPBACK. A PRESSURE-DISTRIBUTION STUDY OF THE AERO- DYNAMIC CHARACTERISTICS OF THE WING AT MACH NUMBER 1.59. Morton Cooper and M, Leroy Spearman. May 23, 1950. 52p. diagrs., photos., tabs. (NACA RM L50C24) |
