|ocrSubjNumT|,|ocrTitle|
|1.1.1|,|CONTINUATION OF WING FLUTTER INVESTIGA- TION IN THE TRANSONIC RANGE AND PRESENTA- TION OF A LIMITED SUMMARY OF FLUTTER DATA. William T. Lauten, Jr. and J. G. Darmby. April 21, 1949. 21p. diagrs., photos., 2 tabs. (NACA RM L9D25b) (Declassified from Restricted, 12/14,53) |
|1.1.1|,|DESCRIPTION AND ANALYSIS OF A ROCKET- VEHICLE EXPERIMENT ON FLUTTER INVOLVING WING DEFORMATION AND BODY MOTIONS. H. J. Cunningham and R. R. Lundstrom. November 30, 1950. 27p. diagrs., photos., 2 tabs. (NACA RM L50I29) (Declassified from Restricted, 12/11/53) |
|1.1.1|,|PRELIMINARY STUDY OF CIRCULATION IN AN APPARATUS SUITABLE FOR DETERMINING CORROSIVE EFFECTS OF HOT FLOWING UQUIDS. Leiand G. Desmon and Don R. Mosher. June 1951. 17p. diagrs., photos. (NACA RM E51D12) |
|1.1.1|,|DESIGN OF TWO-DIMENSIONAL CHANNELS WITH PRESCRIBED VELOCITY DISTRIBUTIONS ALONG THE CHANNEL WALLS. John D. Stanltz. 1953. ii, 40p. diagrs.. Stabs. (NACA Rept. 1115. For- merly TN 2593; TN2595) |
|1.1.1|,|THE STRUCTURE OF TURBULENCE IN FULLY DEVELOPED PIPE FLOW.. John Laufer. National Bureau of Standards. June 1953. 53p. diagrs. (NACATN 2954) |
|1.1.1|,|IMPINGEMENT OF DROPLETS IN 90° ELBOWS WITH POTENTIAL FLOW. Paul T. Hacker, Rlnaldo J. Brun and Bemrose Boyd. September 1953. 58p. diagrs. , 2 Ubs. (NACA TN 2999) |
|1.1.1|,|A NOTE ON SECONDARY FLOW IN ROTATING RADIAL CHANNELS. James J. Kramer and John D. Stanitz. October 1953. 33p. diagrs. (NACA TN 3013) |
|1.1.1|,|PRELIMINARY EXPERIMENTAL INVESTIGATION OF LOW -SPEED TURBULENT BOUNDARY LAYERS IN ADVERSE PRESSURE GRADIENTS. Virgil A. Sandborn. October 1953. 37p. diagrs. , photos. (NACA TN 3031) |
|1.1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS. PART XII. TWO NEW CLASSES OF CIRCULAR COWLS (Uber die Stromung an ringformigen Verkleidungen. XII Mitteilung; Zwei neue Klassen von Ringhauben). Dietrich Kiichemann and Johanna Weber. October 1953. 72p. diagrs., 3 tabs. (NACA TM 1360. Trans, from Zentrale fur wissenschaftliches Berichtswesen der Lufttahrtforschung, Berlin. UM 3111) |
|1.1.1|,|CONCERNINC THE FLOW ON RING-SHAPED COWLINGS. PART XIIl. THE INFLUENCE OF A PROJECTING HUB. (Ueber die Stromung an ringformigen Verkleidungen. XIII. Mitteilung: Der Einfluss einer vorgezogenen Nabe). D, Kiichemann. October 1953. 19p. diagrs. (NACA TM 1361. Trans, from Zentrale fur wissenschaftliches Berichtswesen 'lor Luftfahrtforschung, Berlin. UM 3144) |
|1.1.1|,|AN ANALYTICAL INVESTIGATION OF THE EF- FECT OF THE RATE OF INCREASE OF TURBU- LENT KINETIC ENERGY IN THE STREAM DIREC- TION ON THE DEVELOPMENT OF TURBULENT BOUNDARY LAYERS IN ADVERSE PRESSURE GRADIENTS. Bernard Rashis. November 1953. 30p. diagrs., 2 tabs. (NACA TN 3049) |
|1.1.1|,|CORRELATIONS INVOLVING PRESSURE FLUCTUA- TIONS IN HOMOGENEOUS TURBULENCE. Mahinder S. Uberoi, Johns Hopkins University. January 1954. 61p. diagrs., 2 tabs. (NACA TN3116) |
|1.1.1|,|THE PLANE PROBLEM OF THE FLAPPING WING. ' (Das ebene problem des schlagenden flugels). Walter Birnbaum. January 1954. 38p. diagrs., tab. (NACA TM 1364. Trans, from Zeitschrilt fiir augewandte Mathematik und Mechanik, v. 4, no. 4, August 1924, p.277-292). |
|1.1.1|,|INCOMPRESSIBLE FLOW PAST A SINUSOIDAL WALL OF FINITE AMPLITUDE. Carl Kaplan. February 1954. 26p. diagrs., 2 tabs. (NACA TN 3069) |
|1.1.1|,|IMPINGEMENT OF WATER DROPLETS ON AN ELUPSOID WITH FINENESS RATIO 5 IN AXISYM- METRIC FLOW. Robert G. Dorsch, Rinaldo J. Bruu and John L. Gregg. March 1954. 50p. diagrs tab. (NACA TN 3099) |
|1.1.1|,|AERODYNAMICS OF SLENDER WINGS AND WING- BODY COMBINATIONS HAVING SWEPT TRAILING EDGES. Harold Mirels. March 1954. ii, 96p. diagrs. (NACA TN 3105) |
|1.1.1|,|IMPINGEMENT OF WATER DROPLETS ON AN ELLIPSOID WITH FINENESS RATIO 10 IN AXl- SYMMETRIC FLOW. Rinaldo J. Brun and Robert G. Dorsch. May 1954. 37p. diagrs., tab. (NACA TN 3147) |
|1.1.2|,|MEASUREMENT THROUGH THE SPEED OF SOUND OF STATIC PRESSURES ON THE REAR OF UN- SWEPT AND SWEPTBACK CIRCULAR CYLINDERS AND ON THE REAR AND SIDES OF A WEDGE BY THE NACA WING-FLOW METHOD. Richard H. Sawyer and Fred L. Daum. July 21, 1948. 13p. diagrs., photos. (NACA RM L8B13) (Declassified from Restricted, 12/14/53) |
|1.1.2|,|PRELIMINARY ANALYSIS OF PROBLEM OF DETERMINING EXPERIMENTAL PERFORMANCE OF AIR-COOLED TURBINE. II - METHODS FOR DETERMINING COOLING-AIRFLOW CHARACTER- ISTICS. Herman H. EUerbrock, Jr. June 7. 1950. 20p. diagrs. (NACA RM E50A06) (Declassified from Restricted, 12/11/53) |
|1.1.2|,|NUMERICAL SOLUTION OF EQUATIONS FOR ONE- DIMENSIONAL GAS FLOW IN ROTATING COOLANT PASSAGES. W. Byron Brown and Richard J. Rossbach. June 26, 1950. 119p. diagrs., tabs. (NACA RM E50E04) (Declassified from Restricted, 12/11/53) |
|1.1.2|,|EFFECTS OF INLET WALL CONTOUR ON THE PRESSURE RECOVERY OF A 10° 10-INCH-INLET- DIAMETER CONICAL DIFFUSER. Martin R. Copp. September 1951. 29p. diagrs., photos. (NACA RM LS1E11a) |
|1.1.2|,|TWO- AND THREE-DIMENSIONAL UNSTEADY LIFT PROBLEMS IN HIGH-SPEED FLIGHT. Harvard Lomax, Max A. Heaslet, Franklyii B. Fuller and Loma Sluder. 1952. ii, 55p. diagrs. , 3 labs. (NACA Rept. 1077. Formerly TN 2403; TN 2387) |
|1.1.2|,|PRESSURE DROP IN COOLANT PASSAGES OF TWO AIR-COOLED TURBINE-BLADE CONFIGURATIONS. W. Byron Brown and Henry O. Slone. June 1952. 57p. diagrs., photos., tab. (NACA RM E52D01) |
|1.1.2|,|RECIPROCITY RELATIONS IN AERODYNAMICS. Max. A. Heaslet and John R. Spreiter. 1953. ii, 16p. diagrs. (NACA Rept. 1119. Formerly TN 2700) |
|1.1.2|,|CALCULATIONS ON THE FORCES AND MOMENTS FOR AN OSCILLATING WING-AILERON COMBINA- TION IN TWO-DIMENSIONAL POTENTLAL FLOW AT SONIC SPEED. Herbert C. Nelson and Julian H. Berman. 1953. ii, 16p. diagrs., 2 tabs. (NACA Rept. 1128. Formerly TN 2590) |
|1.1.2|,|COMPRESSIBLE -FLOW SOLUTIONS FOR THE ACTUATOR DISK. James B. Delano and John L. Crigler. March 1953. 70p. diagrs. (NACA RM L53A07) |
|1.1.2|,|SUBSONIC FLOW OF AIR THROUGH A SINGLE- STAGE AND A SEVEN -STAGE COMPRESSOR. Chung-HuaWu. June 1953. 32p. diagrs., 2 tabs. (NACA TN 2961) |
|1.1.2|,|HEAT TRANSFER AND SKIN FRICTION BY AN INTEGRAL METHOD IN THE COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH A STREAM- WISE PRESSURE GRADIENT. Ivan E. Beckwith. September 1953. 55p. diagrs., tab. (NACA TN 3005) |
|1.1.2|,|THE COMPRESSlmF. I .AMINAR BOUNDARY LAYER WITH HEAT TRANSFER AND SMALL ■ PRESSURE GRADIENT^ George M. Low. APPENDIX D. NUMERICAL SOLUTION OF DIFFER- ENTIAL EQUATIONS. Lynn U. Albers. October 1953. 68p. diagrs., 7 tabs. (NACA TN 3028) |
|1.1.2|,|TRANSIENT TEMPERATURE DISTRIBUTIONS IN SIMPLE CONDUCTING BODIES STEADILY HEATED THROUGH A LAMINAR BOUNDARY LAYER. Hermon M. Parker. December 1953. 42p. diagrs. (NACA TN 3058) |
|1.1.2|,|METHOD FOR CALCULATION OF COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH AXIAL PRES- SURE GRADIENT AND HEAT TRANSFER. Paul A. Libby and Morris Morductiow, Polytechnic Institute of Brooklyn. January 1954. 44p. diagrs. (NACA TN 3157) |
|1.1.2|,|STUDY OF THREE-DIMENSIONAL INTERNAL FLOW DISTRIBUTION BASED ON MEASUREMENTS IN A 48-INCH RADIAL-INLET CENTRIFUGAL IMPEL- LER. Joseph T. Hamrlck, John Mlzlaln and Donald J. Michel. February 1954. 84p. diagrs., photos. (NACA TN 3101) |
|1.1.2|,|AERODYNAMICS OF SLENDER WINGS AND WING- BODY COMBINATIONS HAVING SWEPT TRAILING EDGES. Harold Mirels. March 1954. ii, 96p. diagrs. (NACA TN 3105) |
|1.1.2|,|ION TRACER TECHNIQUE FOR AIRSPEED MEAS- UREMENT AT LOW DENSITIES. W. B. Kunkel and L. Talhot, University of CalifDiniLi. Murfh 1954. 31p. diagrs. (NACA TN 31771 |
|1.1.2|,|THE ZEHO-LIFl DHAG OF A UO" DEl.l A -WING - BODY COMlilNAI ION (AGARIJ MOI)i:i, 2) OB- TAINED FROM IHEE-FLIGin TESTS HETV,LEN MACH NUMBERS OF O.H AND 1.7. Hui.cit O. Pil^niil April 1954. lip. (hams.. 2I.II.S. (NACA TN 301)1) |
|1.1.2|,|AN EXPERIMENTAL STUDY OF POROSITY CHAR- ACTERISTICS OF PERFORATED MATERIALS IN NORMAL AND PARALLEL FLOW. George M. Stokes, Don D. Davis, Jr. and Thomas B. Sellers. April 1954. 24p. diagrs., photos. (NACA T.N 3085. Formerly RM L53H07) |
|1.1.2|,|ON THE SOUND FIELD OF A POINT-SHAPED SOUND SOURCE IN UNIFORM TRANSLATORY MOTION. (Uber das Schallfeld einer gleichformig- translatorisch bewegten punkformigen Schallquelle). H. Honl. April 1954. 44p. diagrs. (NACA TM 1362. Trans, from Annalen der Physlk, issues, V.43, 1943, p. 437-464). |
|1.1.2.1|,|PRESSURE DISTRIBUTION OVER A SHARP -NOSE BODY OF REVOLUTION AT TRANSONIC SPEEDS BY THE NACA WING-FLOW METHOD. Edward C. B. Danlorth and J. Ford Johnston. March 5, 1948. 25p. diagrs., photos. (NACA RM L7K12) (Declassified from Confidential, 1/8/54) |
|1.1.2.1|,|PRELIMINARY EXPERIMENTS ON FORCES AND MOMENTS OF AN OSCILLAITNG WING Al HIUH- SUHSONIC SPEEDS. S. A. Clpvenson and E. Widmayer, Jr. l-'ebruary 20, 1950, 2Hp, diagrs , l:ih (NAf-A RM I,9K2fl:i) (Dfclassificd from Restrirlcd, 12, 14 53) |
|1.1.2.1|,|DESIGN OF TWO-DIMENSIONAL CHANNELS WITH PRESCRIBED VELOCITY DISTRIBUTIONS ALONG THE CHANNEL WALLS, John D. Stanltz. 1953. 11, 40p. diagrs., 8 tabs. (NACA Rept. 1115. For- merly TN 2593; TN 2595) |
|1.1.2.1|,|COMPRESSIBLE-FLOW SOLUTIONS FOR THE ACTUATOR DISK. James B. Delano and John L. Crigler. March 1953. 70p. diagrs. (NACA RM L53A07) |
|1.1.2.1|,|SUBSONIC FLOW OF AIR THROUGH A SINGLE- STAGE AND A SEVEN -STAGE COMPRESSOR. Chung-HuaWu, June 1953. 32p. diagrs,, 2 tabs. (NACATN 2961) |
|1.1.2.1|,|COMPARISON OF SECONDARY FLOWS AND BOUNDARY -LAYER ACCUMULATIONS IN SEV- ERAL TURBINE NOZZLES. Milton G. Kofskey, Hubert W. Allen and Howard Z. Herzig. August 1953. 5Bp. diagrs., photos., 3 tabs. (NACA TN 2989) |
|1.1.2.1|,|THEORETICAL PERFORMANCE CHARACTERIS- TICS OF SHARP-LIP INLETS AT SUBSONIC SPEEDS. Evan A. Fradenburgh and DeMarquls D. Wyatt. September 1953. 21p. diagrs. (NACA TN 3004) |
|1.1.2.1|,|EXPERIMENTAL INVESTIGATION OF THE EF- FECTS OF COOLING ON FRICTION AND ON BOUNDARY-LAYER TRANSITION FOR LOW -SPEED GAS FLOW AT THE ENTRY OF A TLT3E. Stephen J. Kline and Ascher H. Shapiro, Massachusetts Institute of Technology. November 1953. 65p. diagrs., tab. (NACA TN 3048) |
|1.1.2.1|,|EXPERIMENTAL INVESTIGATION OF TWO- DIMENSIONAL fUNNEL-WALL INTERFERENCE AT HIGH SUBSONTC SPEEDS. Earl D. Knechtel. Doren.l.tr 1953. 13p. diagrs. (NACA TN 3087) |
|1.1.2.1|,|ONE-DIMENSIONAL, COMPRESSIBLE, VISCOUS FLOW RELATIONS APPLICABLE TO FLOW IN A DUCTED HELICOPTER BLADE. John R. Henry. December 1953. 16p. diagrs. (NACA TN 3089) |
|1.1.2.1|,|DENSITY PROFILES OF SUBSONIC BOUNDARY LAYERS ON A FLAT PLATE DETERMINED BY X-RAY AND PRESSURE MEASUREMENTS. Ruth N. Weltmann and Perry W. Kuhns. February 1954. 30p. diagrs., photos. (NACA TN 3098) |
|1.1.2.1|,|ON THE SOUND FIELD OF A POINT-SHAPED SOUND SOURCE IN UNIFORM TRANSLATORY MOTION, (Ubcr das Schallfeld einer gleichformig- translatorisch bewegten punkformigen Schallquelle). H. Honl. April 1954. 44p. diagrs. (NACA TM 1362. Trans, from Annalen der Physik, issue 5, v.43, 1943, p. 437-464). |
|1.1.2.1|,|WALL INTERFERENCE IN WIND TUNNELS WITH SLOTTED AND POROUS BOUNDARIES AT SUB- SONIC SPEEDS. Barretts. Baldwin, Jr., John B. Turner and Earl D. Knechtel, May 1954. 42p. diagrs. (NACATN 3176. Formerly RM A53E29) |
|1.1.2.2|,|PRESSURE DISTRTOUTION OVER A SHARP -NOSE BODY OF REVOLUTION AT TRANSONIC SPEEDS BY THE NACA WING-FLOW METHOD. Edward C. B. Danforth and J. Ford Johnston. March 5, 1948. 25p. diagrs., photos. (NACA RM L7K12) (Declassified {rem Confidential, 1/8/54) |
|1.1.2.2|,|A LIMIT PRESSURE COEFFICIENT AND AN ESTI- MATION OF LIMIT FORCES ON AIRFOILS AT SUPERSONIC SPEEDS. John P. Mayer. August 23, 1948. 18p. diagrs. (NACA RM L8F23) (Declassified from Confidential, 1/8/54) |
|1.1.2.2|,|INVESTIGATION OF FLOW CONDITIONS AND THE NATURE OF THE WALL-CONSTRICTION EFFECT NEAR AND AT CHOKING BY MEANS OF THE HYDRAULIC ANALOGY. Clarence W. Matthews and Ray H. Wright. September 1, 1948. 62p. diagrs. (NACA RM L8F17) (Declassified from Restricted, 12/14/53) |
|1.1.2.2|,|PRESSURE DISTRIBUTIONS OVER A WING- FUSELAGE MODEL AT MACH NUMBERS OF 0.4 TO 0.99 AND AT 1.2. Clarence W. Matthews. November 3, 1948. 24p. diagrs. (NACA RM L8H06) (Declassified from Confidential, 1/8/54) |
|1.1.2.2|,|A PRELIMINARY INVESTIGATION OF THE USEFUL- NESS OF CAMBER IN OBTAINING FAVORABLE AIRFOIL-SECTION DRAG CHARACTERISTICS AT SUPERCRITICAL SPEEDS. Gerald E. NHzberg, Stewart M. Crandall and Perrv P. Polentz. October 7. 1949. 24p. diagrs. (NACA RM A9G20) (Declassified from Restricted, 12/14/53) |
|1.1.2.2|,|ANALYTICAL INVESTIGATION OF FLOW THROUGH HIGH-SPEED MIXED-FLOW TURBINE. Warner L. Stewart. October 1951. 22p. diagrs., photo. (NACA RM E51H06) |
|1.1.2.2|,|AN EXPERIMENTAL IN-VESl IGATION OF TRAN- SONIC FLOW PAST TWO-DIMENSIONAL WEDGE AND CIRCULAR-ARC SECTIONS USING A MACH- ZEHNDER INTERFEROMETER. Arlliur Eaii Bryson, Jr., California Insti'ule of Tc'chnoiot;y. 1952. ii, 33p. diagrs., photos. (NACA Ropt. 10'J4. Formerly TN 25b0) |
|1.1.2.2|,|THE LANGLEY ANNULAR TRANSONIC TUNNEL. Louis W. Habel, James H. Henderson and Mason F. Miller. 1952. 11, lOp. diagrs. , photos. (NACA Rept. 1106. Formerly RM L8A23; RM L50E18) |
|1.1.2.2|,|EXPERIMENTAL INVESTIGATION OF FLOW IN AN ANNULAR CASCADE OF TURBINE NOZZLE BLADES OF CONSTANT DISCHARGE ANGLE. Milton G. Kofskey, Harold E. Rohlik and Daniel E. Monroe. March 1952. 28p. diagrs., photos. (NACA RM E52A09) |
|1.1.2.2|,|AN EXPERIMENTAL INVESTIGATION OF THE ZERO-LIFT PRESSURE DISTRIBUTION OVER A WEDGE AIRFOIL IN CLOSED, SLOTTED, AND OPEN-THROAT TUNNELS AT TRANSONIC MACH NUMBERS. William J. Nelson and Frederick Bloetscher. June 16, 1952. 34p. diagrs., photos. (NACA RM L52C18) (Declassified from Confidential, 3/10/54) |
|1.1.2.2|,|A METHOD FOR STABILIZING SHOCK WAVES IN CHANNEL FLOW BY MEANS OF A SURGE CHAMBER. Stanford E. Neice, Cornell University. June 1953. 46p. photos. , diagrs. (NACA TN 2694) |
|1.1.2.2|,|STUDIES OF THE USE OF FREON-12 AS A WIND- TUNNEL TESTING MEDIUM. Albert E. von Doenhoff, Albert L. Braslow and Milton A. Schwartzberg. August 1953. 57p. diagrs. (NACA TN 3000) |
|1.1.2.2|,|UNEARIZED POTENTIAL THEORY OF PRO- PELLER INDUCTION IN A COMPRESSIBLE FLOW. Robert E. Davidson. September 1953. 47p. diagrs., 5 tabs. (NACA TN 2983) |
|1.1.2.2|,|THE FLOW ABOUT A SECTION OF A FINITE - ASPECT -RATIO NACA 0015 AIRFOIL ON A TRAN- SONIC BUMP. Jack A. Mellenthin. October 1953. 30p. diagrs., photos., tab. (NACA TN 3036) |
|1.1.2.2|,|A FLIGHT INVESTIGATION OF LAMINAR AND TURBULENT BOUNDARY LAYERS PASSING THROUGH SHOCK WAVES AT FULL-SCALE REYNOLDS NUMBERS. Eziaslav N. Harrln. December 1953. 20p. diagrs., photos. (NACA TN 3056) |
|1.1.2.2|,|THEORETICAL PREDICTION OF PRESSURE DIS- TRIBUTIONS ON NONLIFTING AIRFOILS AT HIGH SUBSONIC SPEEDS. John R. Spreiter and Alberta Alksne. March 1954. (ii), 84p. diagrs. (NACA TN 3096) |
|1.1.2.2|,|INVESTIGATION OF A SLAT IN SEVERAL DIFFER- ENT POSITIONS ON AN NACA 64A010 AIRFOIL FOR A WIDE RANGE OF SUBSONIC MACH NUM- BERS. John A. Axelson and George L. Stevens. March 1954. 35p. diagrs., photos., 7 tabs. (NACA TN 3129) |
|1.1.2.2|,|EFFECTS OF SUBSONIC MACH NUMBER ON THE FORCES AND PRESSURE DISTRIBUTIONS ON FOUR NACA 64A-SERIES AIRFOIL SECTIONS AT ANGLES OF ATTACK AS HIGH AS 28°. Louis S. Stivers, Jr. March 1954. 145p. diagrs., photos., 8 tabs. (NACA TN 3162) |
|1.1.2.3|,|PRELIMINARY TESTS TO DETERMINE THE MAX- IMUM LIFT OF WINGS AT SUPERSONIC SPEEDS. James J. Gallagher and James N. Mueller. December 11, 1947. 41p. diagrs., photos., 3 tabs. (NACA RM L7J10) (DeclassUied from Restricted, 12/14/53) |
|1.1.2.3|,|INVESTIGATION OF WING CHARACTERISTICS AT A MACH NUMBER OF 1.53. I - TRIANGULAR WINGS OF ASPECT RATIO 2. Walter G. Vincenti, Jack N. Nielsen and Frederick H. Matteson. December 19, 1947. 83p. diagrs., photos., tab. (NACA RM A7I10) (Declassified from Confidential, 10/5/53) |
|1.1.2.3|,|PRESSURE DISTRIBUTION OVER A SHARP-NOSE BODY OF REVOLUTION AT TRANSONIC SPEEDS BY THE NACA WING-FLOW METHOD. Edward C. B. Danforth and J. Ford Johnston. March 5, 1948. 25p. diagrs., photos. (NACA RM L7K12) (Declassified from Confidential, 1/8/54) |
|1.1.2.3|,|tNVESrriGATION OF WING CHARACTERISTICS AT A MACH NUMBER OF 1.53. HI - UNSWEPT WINGS OF DIFFERING ASPECT RATIO AND TAPER RATIO. Jack w. Nielsen, Frederick K. Mattescn And Walter G. Vincenti. June 21, 1948. 64p. dlagrs., photos., tab. (NACA RM A8E06) (Declassified from Confidential, 10/5/53) |
|1.1.2.3|,|INVEOTIGATION OF WING CHARACTERISTTICS AT A MACH NUMBER OF 1.53. H - SWEPT WINGS OF TAPER RATIO 0.5. Walter G. Vincenti, Milton D. Van Dyke and Frederick H. Matteson. June 28, 1948. 56p. diagrs.. photos., 2 tabs. (NACA RM A8E05) (Declassified from Confidential, 10/5/53) |
|1.1.2.3|,|A LIMIT PRESSURE COEFFICIENT AND AN ESTI- MATION OF LIMIT FORCES ON AIRFOILS AT SUPERSONIC SPEEDS. John P. Mayer. August 23, 1948. 18p. diagrs. (NACA RM L8F23) (Declassified from Confidential, 1/8/54) |
|1.1.2.3|,|INITIAL EXPERIMENTS ON FLUTTER OF UN- SWEPT CANTILEVER WINGS AT MACH NUMBER 1.3. W. J. Tuovila, John E. Baker and Arthur A. Regier. January 6, 1949. 23p. diagrs., photos,, 2 tabs. (NACA RM L8JU) (Declassified from Restricted, 12/14/53) |
|1.1.2.3|,|CONTINUATION OF WING FLUTTER INVESTIGA- TION IN THE TRANSONIC RANGE A.ND PRESENTA- TION OF A LIMITED SUMMARY OF FLUTTER DATA. William T. Lauten, Jr. and J. G. Barmby. April 21, 1949. 21p. diagrs., photos., 2 tabs. (NACA RM L9B25b) (Declassified from Restricted, 12/14/53) |
|1.1.2.3|,|PRELIMINARY INVESTIGATION OF A VARIABLE MASS-FLOW SUPERSONIC NOSE INLET. Clyde Hayes. December 13, 1949. 15p. diagrs., photos. (NACA RM L9J11) (Declassified from Confidential, 1/8/54) |
|1.1.2.3|,|PRELIMINARY INVESTIGATION OF CONSTANT- GEOMETRY, VARIABLE MACH NUMBER, SUPER- SONIC TUNNEL WITH POROUS WALLS. William J. Nelson and Paul L. Klcvatt. May 3, 1950. 27p. diagrs., photos. (NACA RM L50B01) (Declassified from Confidential, 3/10/54) |
|1.1.2.3|,|PERFORMANCE OF 24-INCH SUPERSONIC AXIAL- FLOW COMPRESSOR IN AIR. UI - COMPRESSOR PERFORMANCE WITH INLET GUIDE VANES. Melvin J. Hartmann and Edward R. Tysl. July 10, 1950. 15p. diagrs. (NACA RM E50D27) (Declassi- fied from Restricted, 12/11/53) |
|1.1.2.3|,|AERODYNAMIC CHARACTERISTICS OF NACA RM-IO MISSILE IN 8- BY 6-FOOT SUPERSONIC WIND TUNNEL AT MACH NUMBERS FROM 1.49 TO 1.98. I - PRESENTATION AND ANALYSIS OF PRES- SURE MEASUREMENTS (STABILIZING FINS RE- MOVED). Roger W. Luidens and Paul C. Simon. July 20, 1950. 53p. diagrs., photos. (NACA RM E50D10) (Declassified from Confidential, 3/10/54) |
|1.1.2.3|,|PRELIMINARY INVESTIGATION OF REFLECTIONS OF OBLIQUE WAVES FROM A POROUS WALL. Don D. Davis, Jr. and George P. Wood. November 9, 1950. 33p. diagrs., photos. (NACA RM L50G19a) (Declassified from Confidential, 3/10/54) |
|1.1.2.3|,|INTERPRETATION OF BCUNDARlf-LAYER PRESSURE -RAKJE DATA IN FLOW WITH A DE- TACHED SHOCK. Roger W. Luidens and Robert T. Madden. Decembf&gt;r 22, 1950. I'Ip. diagrs., photos. (.'lACA RM E50I29a) (Declassified from Confidential, 1/8/54) |
|1.1.2.3|,|ARRANGEMENT OF BODIES OF REVOLUTION IN SUPERSONIC FLOW TO REDUCE WAVE DRAG. Morris D. Friedman. December 1951. 17p. diagrs. (NACA RM A51I20) |
|1.1.2.3|,|PRELIMINARY INVESTIGATION OF THE TRANSFER OF HEAT FROM A FLAT PLATE AT A MACH NUM- BER OF 1.5. M. A. Emmons, Jr. and R. F. Blanchard. December 1951. 23p. diagrs., photos. (NACA RM LS1B31) |
|1.1.2.3|,|AN EXPERIMENTAL INVESTIGATION OF TRAN- SONIC FLOW PAST TWO-DIMENSIONAL WEDGE AND CIRCULAR-ARC SECTIONS USING A MACH- ZEHNDER INTERFEROMETER. Arthur Earl Bryson, Jr., California Institute of Techiiolo(;y. 1952. ii, 33p. diagrs. , photos. (NACA Rept. 1094. Formerly TN 2500) |
