|ocrSubjNumT|,|ocrTitle|
|1.1|,|A STUDY OF THE TRANSIENT BEHAVIOR OF SHOCK WAVES IN TRANSONIC CHANNEL FLOWS. Robert V. Hess. October 1952. 32p. diagrs. (NACA TN 2797) |
|1.1|,|ON THE CALCULATION OF FLOW ABOUT OBJECTS TRAVELING AT HIGH SUPERSONIC SPEEDS. A. J. Eggers, Jr. October 1952. 25p. diagrs. (NACA TN 2811) |
|1.1|,|STUDY OF EFFECTS OF SWEEP ON THE FLUTTER OF CANTILEVER WINGS. J. G. Barmby, H. J. Cunningham and I. E. Garrick. 1951. ii, 25p. diagrs., photo., 7 tabs. (NACA Rept. 1014. Formerly TN 2121; RM L8H30) |
|1.1|,|INVESTIGATION OF SEPARATION OF THE TURBU- LENT BOUNDARY LAYER. G. B. Schubauer and P. S. Klebanoff, National Bureau of Standards. 1951. 20p. diagrs., photos., 8 tabs. (NACA Rept. 1030. Formerly TN 2133) |
|1.1|,|FLOW THROUGH CASCADES IN TANDEM. William E. Spraglin. June 1951. 44p. diagrs. (NACA TN 2393) |
|1.1|,|APPROXIMATE METHOD OF INTEGRATION OF LAMINAR BOUNDARY LAYER IN INCOMPRESS- IBLE FLUID. (Priblizhennyi Metod Integrirovania Uravnenii Laminarnogo Pogranichnogo Sloia v Neszhimaemom Gaze). L. G. Loitsianskii. July 1951. 21p. diagrs. (NACA TM 1293. Trans, from Prikladnaya Matematika i Mekhanika, v. 13, no. 5, Oct. 1949, p.513-525). |
|1.1|,|ANALYSIS OF PURE-BENDING FLUTTER OF A CANTILEVER SWEPT WING AND ITS RELATION TO BENDING-TORSION FLUTTER. H. J. Cunningham. September 1951. 24p. diagrs. (NACA TN 2461) |
|1.1|,|A PROCEDURE FOR CALCULATING THE DEVELOPMENT OF TURBULENT BOUNDARY LAYERS UNDER THE INFLUENCE OF ADVERSE PRESSURE GRADIENTS. Kennedy F. Rubert and Jerome Persh. September 1951. 61p. diagrs. (NACA TN 2478) |
|1.1|,|RESISTANCE OF CASCADE OF AIRFOILS IN GAS STREAM AT SUBSONIC VELOCITY. (Soprotivlenie Reshetki Profilei v Gazovom Potoke s Dokrttichesklmi Skorostlami). L. G. Loitslanskii. September 1951. 30p. diagrs. (NACA TM 1303. Trans, from Prikladnaya Matematika i Mekhanika, v.13, no.2, 1949). |
|1.1|,|GENERALIZATION OF JOUKOWSKI FORMULA TO AN AIRFOIL OF A CASCADE IN COMPRESSIBLE GAS STREAM WITH SUBSONIC VELOCITIES. (Obobshchenie Formuly Zhukovskogo na Sluchai Prof ilia v Reshetke Obtekaemoi Szhimaemym Gazom pri Dozvukovykh Skorostiakh). L. G. Loitslanskii. September 1951. 16p. diagrs. (NACA TM 1304. Trans, from Prikladnaya Matematika i Mekhanika, v.13, no.2, 1949, p.209-216). |
|1.1|,|MATHEMATICAL IMPROVEMENT OF METHOD FOR COMPUTING POISSON INTEGRALS INVOLVED IN DETERMINATION OF VELOCITY DISTRIBUTION ON AIRFOILS. I. Fliigge-Lotz, Stanford University. October 1951. 84p. diagrs., 3 tabs. (NACA TN 2451) |
|1.1|,|STUDIES OF VON KARMAN'S SIMILARITY THEORY AND ITS EXTENSION TO COMPRESSIBLE FLOWS. A CRITICAL EXAMINATION OF SIMILARITY THEORY FOR INCOMPRESSIBLE FLOWS. C. C. Lin and S. F. Shen, Massachusetts Institute of Tech- nology. November 1951. 24p. (NACA TN 2541) |
|1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS. PART H - ANNULAR BODIES OF INFI- NITE LENGTH WITH CIRCULATION FOR SMOOTH ENTRANCE. (Uber die Strbmung an ringformigen Verkleidungen. H. Mitteilung: Ringkbrper unend- Hcher Tiefe mit Zirkulation bei stossfreiem Eintrltt). Dietrich Kuchemann and Johanna Weber. November 1951. 41p. diagrs. (NACA TM 1326. Trans, from Zentrale fur wissenschaftliches Berichtswesen uber Luftfahrtforschung, Berlin. FB 1236/2, November 11, 1940). |
|1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS. PART VI - FURTHER MEASURE - MENTS ON INLET DEVICES. (Uber die Strbmung an ringformigen Verkleidungen. VI. Mitteilung: Weitere Messungen an Einlaufgeraten). Dietrich Kuchemann and Johanna Weber. December 1951. 21p. diagrs. (NACA TM 1327. Trans, from Zentrale fur wissenschaftliches Berichtswesen der Luftfahrt- forschung, Berlin. FB 1236/6, March 30, 1942). |
|1.1|,|DIRECT MEASUREMENTS OF SKIN FRICTION. Satish Dhawan, California Institute of Technology. January 1952. 60p. diagrs. , photos. (NACA TN 2567) |
|1.1|,|DESIGN OF TWO-DIMENSIONAL CHANNELS WITH PRESCRIBED VELOCITY DISTRIBUTIONS ALONG THE CHANNEL WALLS. I - RELAXATION SOLU- TIONS. John D. Stanitz. January 1952. 69p. diagrs., 6 tabs. (NACA TN 2593) |
|1.1|,|DESIGN OF TWO-DIMENSIONAL CHANNELS WITH PRESCRIBED VELOCITY DISTRIBUTIONS ALONG THE CHANNEL WALLS. H - SOLUTION BY GREEN'S FUNCTION. John D. Stanitz. January 1952. 35p. diagrs., 2 tabs. (NACA TN 2595) |
|1.1|,|EXPERIMENTAL STUDY OF ISOTHERMAL WAKE- FLOW CHARACTERISTICS OF VARIOUS FLAME- HOLDER SHAPES. George G. Younger, David S. Gabriel and William R. Mickelsen. January 1952. 45p. diagrs. , photos. , 2 tabs. (NACA RM E51K07) |
|1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS OF FINITE THICKNESS. Part I. (Uber die Strbmung an ringformigen Verkleidungen endlicher Dicke). Dietrich Kuchemann. January 1952. 24p. diagrs. (NACA TM 1325. Trans, from Zentrale fur wissenschaftliches Berichtswesen uber Luftfahrtforschung, Berlin. FB 1236, June 13, 1940). |
|1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS. PART VHJ. - FURTHER MEASURE- MENTS ON ANNULAR PROFILES. (Uber die Strbmung an ringformigen Verkleidungen. VH Mitteilung: Weitere Messungen an Ringprofilen). Dietrich Kuchemann and Johanna Weber. February 1952. Up. diagrs. (NACA TM 1328. Trans from Zentrale fur wissenschaftliches Berichtswesen der Luftfahrtforschung, Berlin. FB 1236/8, March 25, 1943). |
|1.1|,|CONCERNING THE FLOW ABOUT RING-SHAPED COWLINGS. PART EC - THE INFLUENCE OF OBLIQUE ONCOMING FLOW ON THE INCREMEN- TAL VELOCITIES AND ATR FORCES AT THE FRONT PART OF CIRCULAR COWLS. (Uber die Strbmung an ringformigen Verkleidungen. K Mitteilung: Der Einfluss der Schraganblasung auf die Uebergeschwindigkeiten und Luftkrafte am vorderen Teil von Ringhauben). Dietrich Kuchemann and Johanna Weber. February 1952. 16p. diagrs. (NACA TM 1329) Trans, from Zentrale fiir wissen- schaftliches Berichtswesen der Luftfahrtforschung, Berlin. FB 1236/9; Aerodynamische Versuchsan- stalt Gbttingen E. V. Institut fiir theoretische Aero- dynamik. (Bericht) 43/A/10. June 10, 1943). |
|1.1|,|DIFFUSION OF HEAT FROM A LINE SOURCE IN ISOTROPIC TURBULENCE. Mahinder S. Uberoi and Stanley Corrsin, Johns Hopkins University. June 1952. 90p. diagrs., photos., tab. (NACA TN 2710) |
|1.1|,|THE EFFECT OF HIGH VISCOSITY ON THE FLOW AROUND A CYLINDER AND AROUND A SPHERE. (Der Einfluss grosser Zahigkeit bei der Strbmung um den Zy Under und um die Kugel). F. Homann. June 1952. 29p. diagrs., tab. (NACA TM 1334. Trans, from Zeitschrift fiir angewandte Mathematik und Mechanik, v. 16, no. 3, June 1936, p. 153-164). |
|1.1|,|A BLADE -ELEMENT ANALYSIS FOR LIFTING ROTORS THAT IS APPLICABLE FOR LARGE IN- FLOW AND BLADE ANGLES AND ANY REASON- ABLE BLADE GEOMETRY. Walter Castles, Jr. and Noah C. New, Georgia Institute of Technology. July 1952. 63p. diagrs., 7 tabs. (NACA TN 2656) |
|1.1|,|ANALYSIS OF FLOW IN A SUBSONIC MIXED -FLOW IMPELLER. Chung-Hua Wu, Curtis A. Brown and Eleanor L. Costilow. August 1952. 38p. diagrs. (NACA TN 2749) |
|1.1|,|AVERAGE SKIN-FRICTION DRAG COEFFICIENTS FROM TANK TESTS OF A PARABOLIC BODY OF REVOLUTION (NACA RM- 10). Elmo J. Mottard and J. Dan Loposer. January 1953. 18p. diagrs. , photos. (NACA TN 2854) |
|1.1|,|SPIRAL MOTIONS OF VISCOUS FLUIDS. (Spiralformige Bewegungen zaher Fliisslgkeiten). Georg Hamel. January 1953. 44p. (NACA TM 1342. Trans, from Deutsche Mathematiker- vereinigung, Jahresbericht, v. 25, 1917, p. 34-60). |
|1.1|,|IMPINGEMENT OF CLOUD DROPLETS ON AERO- DYNAMIC BODIES AS AFFECTED BY COMPRESS- IBILITY OF AIR FLOW AROUND THE BODY. Rinaldo J. Brun, John S. Serafini and Helen M. Gallagher. March 1953. 20p. dlagrs. (NACA TN 2903) |
|1.1|,|THE NORMAL COMPONENT OF THE INDUCED VELOCITY IN THE VICINITY OF A LIFTING ROTOR AND SOME EXAMPLES OF ITS APPLICATION. Walter Castles, Jr. and Jacob Henri De Leeuw, Georgia Institute of Technology. March 1953. 38p. diagrs. , 3 tabs. (NACA TN 2912) |
|1.1.2|,|TEMPERATURE SURVEY OF THE WAKE OF TWO CLOSELY LOCATED PARALLEL JETS. John L. Sloop and Gerald Morrell. February 6, 1950. 37p diagrs. , photos. , 8 tabs. (NACA RM E9I21) (De- classified from Confidential, 3/10/52) |
|1.1.2|,|INVESTIGATION OF HIGH -SUBSONIC PERFORM- ANCE CHARACTERISTICS OF A 12° 21-INCH CONICAL DIFFUSER, INCLUDING THE EFFECTS OF CHANGE IN INLET-BOUNDARY-LAYER THICKNESS. Martin R. Copp and Paul L. Klevatt. March 24, 1950. 51p. diagrs., photos. (NACA RM L9H10) (Declassified from Restricted, 6/11/53) |
|1.1.2|,|THE EFFECT OF CHANGES IN THE LEADING- EDGE RADIUS ON THE AERODYNAMIC CHARAC- TERISTICS OF A SYMMETRICAL, 9-PERCENT - THICK AIRFOIL AT HIGH -SUBSONIC MACH NUM- BERS. Milton D. Humphreys and Raymond A. Robinson. August 7, 1950. 48p. diagrs. , photos. , tab. (NACA RM L9L09) (Declassified from Confidential, 5/25/53) |
|1.1.2|,|A COMPARISON OF THEORY AND EXPERIMENT FOR HIGH-SPEED FREE-MOLECULE FLOW. Jackson R. Stalder, Glen Goodwin and Marcus O. Creager. 1951. il, 22p. diagrs., photos. (NACA Rept. 1032. Formerly NACA TN 2244) |
|1.1.2|,|ON THE PARTICULAR INTEGRALS OF THE PRANDTL-BUSEMANN ITERATION EQUATIONS FOR THE FLOW OF A COMPRESSIBLE FLUID. Carl Kaplan. 1951. ii, 6p. (NACA Rept. 1039. |
|1.1.2|,|AXIAL-MOMENTUM THEORY FOR PROPELLERS IN COMPRESSIBLE FLOW. (Corrected copy) Arthur W. Vogeley. July 1951. 12p. diagrs. (NACA TN 2164) (Supersedes TN 2164, August 1950) |
|1.1.2|,|THE INDICIAL LIFT AND PITCHING MOMENT FOR A SINKING OR PITCHING TWO-DIMENSIONAL WING FLYING AT SUBSONIC OR SUPERSONIC SPEEDS. Harvard Lomax, Max. A. Heaslet and Loma Sluder. July 1951. 56p. diagrs., tab. (NACA TN 2403) |
|1.1.2|,|METHOD OF ANALYSIS FOR COMPRESSIBLE FLOW PAST ARBITRARY TURBOMACHTNE BLADES ON GENERAL SURFACE OF REVOLU- TION. Chung -Hua Wu and Curtis A. Brown. July 1951. 42p. diagrs. (NACA TN 2407) |
|1.1.2|,|TRANSFORMATIONS OF THE HODOGRAPH FLOW EQUATION AND THE INTRODUCTION OF TWO GENERALIZED POTENTIAL FUNCTIONS: Luigi Crocco. August 1951. 81p. diagrs. (NACA TN 2432) |
|1.1.2|,|HEAT DELIVERY IN A COMPRESSIBLE FLOW AND APPLICATIONS TO HOT-WIRE ANEMOMETRY. Chan-Mou Tchen, National Bureau of Standards. August 1951. 63p. diagrs. (NACA TN 2436) |
|1.1.2|,|SOME MEASUREMENTS OF THE EFFECT OF GASEOUS IMPERFECTIONS ON THE CRITICAL PRESSURE RATIO IN AIR AND THE SPEED OF SOUND IN NITROGEN. Coleman duP. Donaldson and 71m J. Jones. August 1951. 15p. diagrs., photos., tab. (NACA f N 2437) |
|1.1.2|,|OPTICAL METHODS INVOLVING LIGHT SCATTER- ING FOR MEASURING SIZE AND CONCENTRATION OF CONDENSATION PARTICLES IN SUPERCOOLED HYPERSONIC FLOW. Enoch J. Durbin. August 1951. 28p. diagrs., photos., 2 tabs. (NACA TN 2441) |
|1.1.2|,|BEHAVIOR OF FAST MOVING FLOW OF COM- PRESSD3LE GAS IN CYLINDRICAL PIPE IN PRESENCE OF COOLING. (K Voprosu o Povedenii Bystrodvizhushchegosya Potoka Szhimae- mogo Gaza v Pryamoi Tsilindricheskoi Trube prl Nalichii Okhlazhdenia). G. A. Varshavsky. Sep- tember 1951. 8p. diagrs. (NACA TM 1274. Trans, from Zhurnal Tekhnicheskoi Fiziki, v.16, no.4, 1946, p.413-416). |
|1.1.2|,|RESISTANCE OF CASCADE OF AIRFOILS IN GAS STREAM AT SUBSONIC VELOCITY. (Soprotivlenie Reshetki Profilei v Gazovom Potoke s Dokriticheskimi Skorostiami). L. G. Loitsianskii. September 1951. 30p. diagrs. (NACA TM 1303. Trans, from Prikladnaya Matematika i Mekhanika, v.13, no.2, 1949). |
|1.1.2|,|GENERALIZATION OF JOUKOWSKI FORMULA TO AN AIRFOIL OF A CASCADE IN COMPRESSIBLE GAS STREAM WITH SUBSONIC VELOCITIES. (Obobshchenie Formuly Zhukovskogo na Sluchai Profilia v Reshetke Obtekaemoi Szhimaemym Gazom pri Dozvukovykh Skorostiakh). L. G. Loitsianskii. September 1951. 16p. diagrs. (NACA TM 1304. Trans, from Prikladnaya Matematika i Mekhanika, v.13, no.2, 1949, p.209-216). |
|1.1.2|,|EXPRESSIONS FOR MEASURING THE ACCURACY OF APPROXIMATE SOLUTIONS TO COMPRESSIBLE FLOW THROUGH CASCADES OF BLADES WITH EX- AMPLES OF USE. John T. Sinnette, Jr., George R. Costello and Robert L. Cummings. October 1951. 33p. diagrs. (NACA TN 2501) |
|1.1.2|,|AN ANALYTIC DETERMINATION OF THE FLOW BEHIND A SYMMETRICAL CURVED SHOCK IN A UNIFORM STREAM. C. C. Lin and S. F. Shen, Mass- achusetts Institute of Technology. October 1951. 45p. diagrs. (NACA TN 2506) |
|1.1.2|,|CALCULATION OF HIGHER APPROXIMATIONS FOR TWO-DIMENSIONAL COMPRESSIBLE FLOW BY A SIMPLIFIED ITERATION PROCESS. W. H. Braun and M. M. Klein. October 1951. 54p. diagrs., 10 tabs. (NACA TN 2511) |
|1.1.2|,|SIMPLIFIED METHOD FOR CALCULATION OF COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH ARBITRARY FREE-STREAM PRESSURE GRADIENT. George M. Low. October 1951. 28p. diagrs., 2 tabs. (NACA TN 2531) |
|1.1.2|,|STUDIES OF VON KARMAN'S SIMILARITY THEORY AND ITS EXTENSION TO COMPRESSIBLE FLOWS. A SIMILARITY THEORY FOR TURBULENT BOUND- ARY LAYER OVER A FLAT PLATE IN COMPRESS- IBLE FLOW. C. C. Lin and S. F. Shen, Massachu- setts Institute of Technology. November 1951. 37p. (NACA TN 2542) |
|1.1.2|,|STUDIES OF VON KARMAN'S SIMILARITY THEORY AND ITS EXTENSION TO COMPRESSIBLE FLOWS. INVESTIGATION OF TURBULENT BOUNDARY LAYER OVER A FLAT PLATE IN COMPRESSIBLE FLOW BY THE SIMILARITY THEORY. S. F. Shen, Massachusetts Institute of Technology. November 1951. 43p. (NACA TN 2543) |
|1.1.2|,|METHOD OF ANALYSIS FOR COMPRESSIBLE FLOW THROUGH MIXED-FLOW CENTRIFUGAL IMPEL- LERS OF ARBITRARY DESIGN. Joseph T. Hamrick, Ambrose Ginsburg and Walter M. Osborn. 1952. ii, lOp. diagrs. (NACA Rept. 1082. Formerly NACA TN 2165) |
|1.1.2|,|HEAT TRANSFER TO BODIES IN A HIGH-SPEED RAREFIED-GAS STREAM. Jackson R. Stalder, Glen Goodwin and Marcus O. Creager. 1952. ii, lOp. diagrs., tab. (NACA Rept. 1093. Formerly TN 2438) |
|1.1.2|,|ON REFLECTION OF SHOCK WAVES FROM BOUNDARY LAYERS. H. W. Liepmann, A. Roshko and S. Dhawan, California Institute of Technology. 1952. ii, 29p. diagrs. , photos. , tab. (NACA Rept. 1100. Formerly TN 2334) |
|1.1.2|,|DIRECT MEASUREMENTS OF SKIN FRICTION. Satish Dhawan, California Institute of Technology. January 1952. 60p. diagrs. , photos. (NACA TN 2567) |
|1.1.2|,|GENERAL CONSIDERATION OF PROBLEMS IN COMPRESSIBLE FLOW USING THE HODOGRAPH METHOD. Chieh-Chien Chang, Johns Hopkins Uni- versity. January 1952. 113p. diagrs. (NACA TN 2582) |
|1.1.2|,|CALCULATIONS ON THE FORCES AND MOMENTS FOR AN OSCILLATING WING-AILERON COMBINA- TION IN TWO-DIMENSIONAL POTENTIAL FLOW AT SONIC SPEED. Herbert C. Nelson and Julian H. Berman. January 1952. 36p. diagrs. , 2 tabs. (NACA TN 2590) |
|1.1.2|,|INVESTIGATION OF LAMINAR BOUNDARY LAYER IN COMPRESSIBLE FLUIDS USING THE CROCCO METHOD. E. R. Van Driest, North American Avia- tion, Inc. January 1952. 78p. diagrs. , 3 tabs. (NACA TN 2597) |
|1.1.2|,|A GENERAL THEORY OF THREE-DIMENSIONAL FLOW IN SUBSONIC AND SUPERSONIC TURBO- . MACHINES OF AXIAL-, RADIAL-, AND MIXED- FLOW TYPES. Chung -Hua Wu. January 1952. 93p. diagrs. , tab. (NACA TN 2604) |
|1.1.2|,|ONE-DIMENSIONAL COMPRESSIBLE FLOW IN VANELESS DIFFUSERS OF RADIAL- AND MIXED- FLOW CENTRIFUGAL COMPRESSORS, INCLUDING EFFECTS OF FRICTION, HEAT TRANSFER AND AREA CHANGE. John D. Stanitz. January 1952. 61p. diagrs., photo. (NACA TN 2610) |
|1.1.2|,|A COMPARISON OF THE EXPERIMENTAL SUB- SONIC PRESSURE DISTRIBUTIONS ABOUT SEVER- AL BODIES OF REVOLUTION WITH PRESSURE DIS- TRIBUTIONS COMPUTED BY MEANS OF THE LIN- EARIZED THEORY. Clarence W. Matthews. Feb- ruary 1952. 52p. diagrs., tab. (NACA TN 2519. Formerly RM L9F28) |
|1.1.2|,|EFFECT OF MACH NUMBER ON THE FLOW AND APPLICATION OF COMPRESSIBILITY CORREC- TIONS IN A TWO-DIMENSIONAL SUBSONIC - TRANSONIC COMPRESSOR CASCADE HAVING VARIED POROUS-WALL SUCTION AT THE BLADE TIPS. William B. Briggs. March 1952. 43p. diagrs., photos. (NACA TN 2649) |
|1.1.2|,|CRITICAL STUDY OF INTEGRAL METHODS IN COMPRESSIBLE LAMINAR BOUNDARY LAYERS. Paul A. Libby, Morris Morduchow and Martin Bloom, Polytechnic Institute of Brooklyn. March 1952. 40p. diagrs., 3 tabs. (NACA TN 2655) |
|1.1.2|,|TWO-DIMENSIONAL SUBSONIC FLOW PAST ELLIPTIC CYLINDER BY THE VARIATIONAL METHOD. G. V. R. Rao, New York University. March 1952. 39p. diagrs., 3 tabs. (NACA TN 2666) |
|1.1.2|,|A COMPRESSIBLE-FLOW PLOTTING DEVICE AND ITS APPLICATION TO CASCADE FLOWS. Willard R. Westphal and James C. Dunavant. April 1952. 21p. diagrs., photos. (NACA TN 2681) |
|1.1.2|,|RECIPROCITY RELATIONS IN AERODYNAMICS. Max. A. Heaslet and John R. Spreiter. May 1952. 38p. diagrs. (NACA TN 2700) |
|1.1.2|,|AN APPROXIMATE METHOD OF DETERMINING THE SUBSONIC FLOW IN AN ARBITRARY STREAM FILAMENT OF REVOLUTION CUT BY ARBITRARY TURBOMACHINE BLADES. Chung -Hua Wu, Curtis A. Brown and Vasily D. Prian. June 1952. 46p. diagrs., 4 tabs. (NACA TN 2702) |
|1.1.2|,|TWO-DIMENSIONAL STEADY NONVISCOUS AND VISCOUS COMPRESSIBLE FLOW THROUGH A SYS- TEM OF EQUIDISTANT BLADES. Hans J. Reissner, Leonard Meyerhoff and Martin Bloom, Polytechnic Institute of Brooklyn. June 1952. 48p. diagrs., 4 tabs. (NACA TN 2718) |
|1.1.2|,|ON THE APPLICATION OF TRANSONIC SIMILAR- ITY RULES. John R. Spreiter. June 1952. 45p. diagrs. (NACA TN 2726) |
|1.1.2|,|EXTENSION TO THE CASES OF TWO DIMENSIONAL AND SPHERICALLY SYMMETRIC FLOWS OF TWO PARTICULAR SOLUTIONS TO THE EQUATIONS OF MOTION GOVERNING UNSTEADY FLOW IN A GAS. (Estenslone ai Casi di Simmetrla Centrale Bi-e Tri- Dimensionale di Due Particolari Soluzioni delle Equazioni del Moto Gassoso Non Permanente). Lorenzo Poggi. June 1952. 6p. (NACA TM 1332. Trans, from Onore di Modesto Panetti, November 25, 1950.) |
|1.1.2|,|MATRIX AND RELAXATION SOLUTIONS THAT DETERMINE SUBSONIC THROUGH FLOW IN AN AXIAL -FLOW GAS TURBINE . Chung-Hua Wu. July 1952. 65p. diagrs., 7 tabs. (NACA TN 2750) |
|1.1.2|,|ANALYSIS OF FLOW IN A SUBSONIC MDCED-FLOW IMPELLER. Chung-Hua Wu, Curtis A. Brown and Eleanor L. Costilow. August 1952. 38p. diagrs. (NACA TN 2749) |
|1.1.2|,|AN APPROXIMATE METHOD FOR DETERMINING THE DISPLACEMENT EFFECTS AND VISCOUS DRAG OF LAMINAR BOUNDARY LAYERS IN TWO- DIMENSIONAL HYPERSONIC FLOW. Mitchel H. Bertram. September 1952. 41p. diagrs. , photos. , tab. (NACA TN 2773) |
|1.1.2|,|METHOD FOR CALCULATION OF COMPRESSIBLE LAMINAR BOUNDARY-LAYER CHARACTERISTICS IN AXIAL PRESSURE GRADIENT WITH ZERO HEAT TRANSFER. Morris Morduchow and Joseph H. Clarke, Polytechnic Institute of Brooklyn. September 1952. 43p. diagrs. , 4 tabs. (NACA TN 2784) |
|1.1.2|,|A COMPARISON OF TWO METHODS OF LINEARIZED CHARACTERISTICS FOR A SIMPLE UNSTEADY FLOW. Roger D. Sullivan. September 1952. 28p. diagrs. (NACA TN 2794) |
|1.1.2|,|SECOND APPROXIMATION TO LAMINAR COM- PRESSIBLE BOUNDARY LAYER ON FLAT PLATE IN SLIP FLOW. Stephen H. Maslen. November 1952. 38p. diagr. , tab. (NACA TN 2818) |
|1.1.2|,|DEVELOPMENT OF TURBULENCE-MEASURING EQUIPMENT. Leslie S. G. Kovasznay. National Bureau of Standards. January 1953. 86p. diagrs., photos. (NACA TN 2839) |
|1.1.2|,|UNSTEADY OBLIQUE INTERACTION OF A SHOCK WAVE WITH A PLANE DISTURBANCE. Franklin K. Moore. January 1953. 66p. diagrs. (NACA TN 2879) |
|1.1.2|,|ON THE STABILITY OF THE LAMINAR MIXING REGION BETWEEN TWO PARALLEL STREAMS IN A GAS. C. C. Lin, Massachusetts Institute of Technology. January 1953. 50p. diagrs., 5 tabs. (NACA TN 2887) |
|1.1.2|,|SOME EXACT SOLUTIONS OF TWO-DIMENSIONAL FLOWS OF COMPRESSIBLE FLUID WITH HODO- GRAPH METHOD. Chieh-Chien Chang and Vivian O'Brien, Johns Hopkins University. February 1953. 63p. diagrs. , 4 tabs. (NACA TN 2885) |
|1.1.2|,|EFFECTS OF PARALLEL-JET MIXING ON DOWN- STREAM MACH NUMBER AND STAGNATION PRES- SURE WITH APPLICATION TO ENGINE TESTING IN SUPERSONIC TUNNELS. Harry Bernstein. March 1953. 26p. diagrs., photos. (NACA TN 2918) |
|1.1.2|,|THE ASYMMETRIC ADJUSTABLE SUPERSONIC NOZZLE FOR WIND-TUNNEL APPLICATION. H. Julian Allen. March 1953. 30p. diagrs. , photos. , 2 tabs. (NACA TN 2919. Formerly RM A8E17) |
|1.1.2|,|THE DESIGN OF VARIABLE MACH NUMBER ASYMMETRIC SUPERSONIC NOZZLES BY TWO PROCEDURES EMPLOYING INCLINED AND CURVED SONIC LINES. Clarence A. Syvertson and Raymond C. Savin. March 1953. 35p. diagrs. , tab. (NACA TN 2922) |
|1.1.2.1|,|ON THE THEORY OF OSCILLATING AIRFOILS OF FINITE SPAN IN SUBSONIC COMPRESSIBLE FLOW. Eric Reissner, Massachusetts Institute of Technology. 1950. ii, 9p. (NACA Rept. 1002. Formerly TN 1953) |
|1.1.2.1|,|THE EFFECT OF THE INLET MACH NUMBER AND INLET -BOUNDARY-LAYER THICKNESS ON THE PERFORMANCE OF A 23° CONICAL-DIFFUSER - TAIL-PIPE COMBINATION. Jerome Persh. March 21, 1950. 53p. diagrs. (NACA RM L9K10) (Declassified from Restricted, 6/11/53) |
