|ocrSubjNumT|,|ocrTitle|
|1.1.1|,|SUBSONIC EDGES IN THIN-WING AND SLENDER- BODY THEORY. Milton D. Van Dyke. November 1954. 26p. diagrs. (NACA TN 3343) |
|1.1.1|,|PREDICTION OF LOSSES INDUCED BY ANGLES OF ATTACK IN CASCADES OF SHARP -NOSED BLADES FOR INCOMPRESSIBLE AND SUBSONIC COMPRES- SIBLE FLOW. James J. Kramer and John D. Stanitz. January 1955. 45p. diagrs. (NACA TN 3149) |
|1.1.1|,|DESCRIPTION AND ANALYSIS OF A ROCKET - VEHICLE EXPERIMENT ON FLUTTER INVOLVING WING DEFORMATION AND BODY MOTIONS. H. J. Cunningham and R. R. Lundstrom. January 1955. 26p. diagrs., photos., 2 tabs. (NACA TN 3311. Formerly RM L50I29) |
|1.1.1|,|INVESTIGATION OF THE TURBULENT BOUNDARY LAYER ON A YAWED FLAT PLATE. Harry Ashkenas and Frederick R. Rlddell, Cornell University. April 1955. 57p. diagrs., photos. (NACA TN 3383) |
|1.1.1|,|ANALYTIC DETERMINATION OF THE DISCHARGE COEFFICIENTS OF FLOW NOZZLES. Frederick S. Simmons. April 1955. 15p. diagrs. (NACA TN 3447) |
|1.1.2|,|EFFECT OF WING SWEEP, TAPER, AND THICK- NESS RATIO ON THE TRANSONIC DRAG CHARAC- TERISTICS OF WING-BODY COMBINATIONS. Jim Rogers Thompson and Charles W. Mathews. December 31, 1948. 29p. diagrs., photos., 2 tabs. (NACA RM L8K01) |
|1.1.2|,|INVESTIGATION OF SOME TURBULENT- BOUNDARY-LAYER VELOCITY PROFILES AT A TUNNEL WALL WITH MACH NUMBERS UP TO 1.2. Marshall P. Tulln and Ray H. Wr^ht. November 9, 1949. 22p. diagrs. (NACA RM L9H29a) |
|1.1.2|,|AN 8-FOOT AXISYMMETRICAL FIXED NOZZLE FOR SUBSONIC MACH NUMBERS UP TO 0.99 AND FOR A SUPERSONIC MACH NUMBER OF 1.2. Virgil S. Ritchie, Ray H. Wright and Marshall P. Tulin. February 23, 1950. 52p. diagrs., photos., 2 tabs. (NACA RM L50A03a) |
|1.1.2|,|THE PATH AND MOTION OF SCALE MODELS OF JETTISONABLE NOSE SECTIONS AT SUPERSONIC SPEEDS AS DETERMINED FROM AN INVESTIGA- TION IN THE LANGLEY FREE -FLIGHT APPARA- TUS. Lawrence J. Gale. May 23, 1950. 35p. diagrs., photos., 2 tabs. (NACA RM L9J13a) |
|1.1.2|,|SUMMARY OF RESULTS OBTAINED BY TRANSONIC-BUMP METHOD ON EFFECTS OF PLAN FORM AND THICKNESS OF LIFT AND DRAG CHARACTERISTICS OF WINGS AT TRANSONIC SPEEDS. Edward C. Polhamus. November 1951. 33p. diagrs., tab. (NACA RM L51H30) |
|1.1.2|,|FLUTTER INVESTIGATION OF TWO THIN, LOW- ASPECT-RATIO, SWEPT, SOLID, METAL WINGS IN THE TRANSONIC RANGE BY USE OF A FREE- FALLING BODY. W. T. Lauten, Jr. and Maurice A. Sylvester. February 1952. 12p. diagrs., photo., |
|1.1.2|,|AN ANALYSIS OF BUZZING IN SUPERSONIC RAM JETS BY A MODIFIED ONE -DIMENSIONAL NON- STATIONAHY WAVE THEORY. Robert L. Trimpi. March 1952. 72p. diagrs., photos. (NACA RM L52A18) |
|1.1.2|,|HEAT TRANSFER AND SKIN FRICTION FOR TUR- BULENT BOUNDARY LAYERS ON HEATED OR COOLED SURFACES AT HIGH SPEEDS. Coleman duP. Donaldson. October 1952. 20p. dlagr. , 3 tabs. (NACA RM L52H04) |
|1.1.2|,|DIRECT MEASUREMENTS OF SKIN FRICTION. Satish Dhawan, California Institute of Technology. 1953. ii, 20p. diagrs., photos. (NACA Rept. 1121. Formerly TN 2567) |
|1.1.2|,|EQUATIONS, TABLES, AND CHARTS FOR COM- PRESSIBLE FLOW. Ames Research Staff. 1953. iii, 69p. diagrs., 25 charts, 2 tabs. (NACA Rept. 1135. Formerly TN 1428) |
|1.1.2|,|ON THE APPLICATION OF TRANSONIC SIMILARITY RULES TO WINGS OF FINITE SPAN. John R. Spreiter. 1953. il, 21p. diagrs. (NACA Rept. 1153. Formerly TN 2726) |
|1.1.2|,|A COMPARISON OF THE EXPERIMENTAL SUB- SONIC PRESSURE DISTRIBUTIONS ABOUT SEV- ERAL BODIES OF REVOLUTION WITH PRESSURE DISTRIBUTIONS COMPUTED BY MEANS OF THE LINEARIZED THEORY. Clarence W. Matthews. 1953. ii, 29p. diagrs., tab. (NACA Rept. 1155. Formerly TN 2519; RM L9F28) |
|1.1.2|,|A THEORY FOR STABILITY AND BUZZ PULSATION AMPLITUDE IN RAM JETS AND AN EXPERIMEN- TAL INVESTIGATION INCLUDING SCALE EFFECTS. Robert L. Trimpi. October 1953. 75p. diagrs., photos., 3 tabs. (NACA RM L53G28) |
|1.1.2|,|UNSTEADY OBLIQUE INTERACTION OF A SHOCK WAVE WITH A PLANE DISTURBANCE. Franklin K. Moore. 1954. ii, 21p. diagrs. (NACA Rept. 1165. Formerly TN 2879) |
|1.1.2|,|SOME POSSIBILITIES OF USING GAS MIXTURES OTHER THAN AIR IN AERODYNAMIC RESEARCH. Dean R. Chapman. August 1954. 4Bp. diagrs., 4 tabs. (NACA TN 3226) |
|1.1.2|,|THE SMALL-DISTURBANCE METHOD FOR FLOW OF A COMPRESSIBLE FLUID WITH VELOCITY POTENTIAL AND STREAM FUNCTION AS INDE- PENDENT VARIABLES. Carl Kaplan. August lS54. 18p. (NACA TN 3229) |
|1.1.2|,|APPLICATION OF TWO-DIMENSIONAL VORTEX THEORY TO THE PREDICTION OF FLOW FIELDS BEHIND WINGS OF WING-BODY COMBINATIONS AT SUBSONIC AND SUPERSONIC SPEEDS. Arthur Wm. Rogers. September 1954. (ii), 91p. diagrs., photo., 3 tabs. (NACA TN 3227) |
|1.1.2|,|SUBSONIC EDGES IN THIN-WING AND SLENDER- BODY THEORY. Milton D. Van Dyke. November 1954. 26p. diagrs. (NACA TN 3343) |
|1.1.2|,|ON THE SMALL-DISTURBANCE ITERATION METHOD FOR THE FLOW OF A COMPRESSIBLE FLUID WITH APPLICATION TO A PARABOLIC CYLINDER. Carl Kaplan. January 1955. 36p. diagrs., tab. (NACA TN 3318) |
|1.1.2|,|SOME CONSIDERATIONS ON TWO-DIMENSIONAL THIN AIRFOILS DEFORMING IN SUPERSONIC FLOW. Eugene Migotsky. January 1955. 36p. diagrs. (NACA TN 3386) |
|1.1.2|,|SIMILAR SOLUTIONS FOR THE COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH HEAT TRANSFER AND PRESSURE GRADIENT. Clarence B. Cohen and Eli Reshotko. February 1955. 67p. diagrs., 2 tabs. (NACA TN 3325) |
|1.1.2|,|A RAPID APPROXIMATE METHOD 'FOR THE DESIGN OF HUB SHROUD PROFILES OF CENTRIF- UGAL IMPELLERS OF GIVEN BLADE SHAPE. Kenneth J. Smith and Joseph T. Hamrick. March 1955. 26p. diagrs., 3 tabs. (NACA TN 3399) |
|1.1.2|,|THE COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH FLUID INJECTION. George M. Low. March 1955. 29p. diagrs., 3 tabs. (NACA TN 3404) |
|1.1.2|,|THE COMPRESSIBLE LAMINAR BOUNDARYLAYER WITH HEAT TRANSFER AND ARBITRARY PRES- SURE GRADIENT. Clarence B. Cohen and Eli Reshotko. April 1955. 43p. diagrs., 2 tabs. (NACA TN 3326) |
|1.1.2|,|A SELF-EXCITED, ALTERNATING-CURRENT, CONSTANT -TEMPERATURE HOT-WIRE ANEMOM- ETER. Charles E. Shepard. April 1955. 29p. diagrs., photos. (NACA TN 3406) |
|1.1.2|,|ANALYTIC DETERMINATION OF THE DKCHARGE COEFFICIENTS OF FLOW NOZZLES. Frederick S. Simmons. April 1955. 15p. diagrs. (NACA TN 3447) |
|1.1.2|,|SEPARATION, STABILITY, AND OTHER PROPER- TIES OF COMPRESSIBLE LAMINAR BOUNDARY LAYER WITH PRESSURE GRADIENT AND HEAT TRANSFER. Morris Morduchow and Richard G. Grape, Polytechnic Institute of Brooklyn. May 1955. 45p. diagrs., 6 tabs. (NACA TN 3296) |
|1.1.2.1|,|ERROR IN AIRSPEED MEASUREMENT DUE TO STATIC -PRESSURE FIELD AHEAD OF SHARP- NOSE BODIES OF REVOLUTION AT TRANSONIC SPEEDS. Edward C. B. Danforth and J. Ford Johnston. August 19, 1949. 31p. diagrs., photos. (NACA RM L9C25) |
|1.1.2.1|,|MEASUREMENTS OF THE DRAG AND PRESSURE DISTRIBUTION ON A BODY OF REVOLUTION THROUGHOUT TRANSITION FROM SUBSONIC TO SUPERSONIC SPEEDS. Jim Rogers Thompson. January 16, 1950. 36p. diagrs., photos., 2 tabs. (NACA RM L9J27) |
|1.1.2.1|,|PRELIMINARY INVESTIGATION OF THE EFFECTS OF RECTANGULAR VORTEX GENERATORS ON THE PERFORMANCE OF A SHORT 1.9:1 STRAIGHT -WALL ANNULAR DIFFUSER. Charles C. Wood. October 1951. 27p. diagrs., photo., tab. (NACARM L51G09) |
|1.1.2.1|,|DIRECT MEASUREMENTS OF SKIN FRICTION. Satish Dhawan, California Institute of Technology. 1953. ii, 20p. diagrs., photos. (NACA Rept. 1121. Formerly TN 2567) |
|1.1.2.1|,|EQUATIONS, TABLES, AND CHARTS FOR COM- PRESSIBLE FLOW. Ames Research Staff. 1953. iii, 69p. diagrs., 25 charts, 2 tabs. (NACA Rept. 1135. Formerly TN 1428) |
|1.1.2.1|,|ON TRANSONIC FLOW PAST A WAVE -SHAPED WALL. Carl Kaplan. 1953. ii, 12p. (NACA Rept. 1149. Formerly TN 2748) |
|1.1.2.1|,|A COMPARISON OF THE EXPERIMENTAL SUB- SONIC PRESSURE DISTRIBUTIONS ABOUT SEV- ERAL BODIES OF REVOLUTION WITH PRESSURE DISTRIBUTIONS COMPUTED BY MEANS OF THE LINEARIZED THEORY. Clarence W. Matthews. 1953. ii, 29p. diagrs., tab. (NACA Rept. 1155. Formerly TN 2519; RM L9F28) |
|1.1.2.1|,|SECONDARY FLOWS AND BOUNDARY-LAYER ACCUMULATIONS IN TURBINE NOZZLES. Harold E. Rohlik, Milton G. Kofskey, Hubert W. Allen and Howard Z. Herzig. 1954. ii, 32p. diagrs., photos., 3 tabs. (NACA Rept. 1168. Formerly TN 2871; TN 2909; TN 2989) |
|1.1.2.1|,|METHOD FOR RAPID DETERMINATION OF PRES- SURE CHANGE FOR ONE -DIMENSIONAL FLOW WITH HEAT TRANSFER, FRICTION, ROTATION, AND AREA CHANGE. James E. Hubbartt, Henry O. Slone and Vernon L. Arne. June 1954. 22p. diagrs., 2 tabs. (NACA TN 3150) |
|1.1.2.1|,|SMOKE STUDY OF NOZZLE SECONDARY FLOWS IN A LOW-SPEED TURBINE. Milton G. Kofskey and Hubert W. Allen. November 1954. 24p. diagrs. , photos. (NACA TN 3260) |
|1.1.2.1|,|APPROXIMATE EFFECT OF LEADING-EDGE THICKNESS, INCIDENCE ANGLE, AND INLET MACH NUMBER ON INLET LOSSES FOR HIGH- SOLIDITY CASCADES OF LOW CAMBERED BLADES. Linwood C. Wright. December 1954. 38p. diagrs. (NACA TN 3327) |
|1.1.2.1|,|PREDICTION OF LOSSES INDUCED BY ANGLES OF ATTACK IN CASCADES OF SHARP-NOSED BLADES FOR INCOMPRESSIBLE AND SUBSONIC COMPRES- SIBLE FLOW. James J. Kramer and John D. Stanitz. January 1955. 45p. diagrs. (NACA TN 3149) |
|1.1.2.1|,|STUDY OF THE MOMENTUM DISTRIBUTION OF TURBULENT BOUNDARY LAYERS IN ADVERSE PRESSURE GRADIENTS. Virgil A. Sandborn and Raymond J. Slogar. January 1955. 79p. diagrs., photos. (NACA TN 3264) |
|1.1.2.1|,|SECOND-ORDER SUBSONIC AIRFOIL -SECTION THEORY AND ITS PRACTICAL APPLICATION. Milton D. Van Dyke. March 1955. 50p. diagrs., 5 tabs. (NACA TN 3390) |
|1.1.2.1|,|AERODYNAMIC CHARACfERKTICS OF SEVERAL 6-PERCENT -THICK AIRFOILS AT ANGLES OF ATTACK FROM 0° TO 2(P AT HIGH SUBSONIC SPEEDS. Bernard N. Daley and Douglas R. Lord. May 1955. 57p. diagrs., photos. (NACA TN 3424. Formerly RM L9E19) |
|1.1.2.2|,|DRAG OF A WING-BODY CONFIGURATION CON- SISTING OF A SWEPT-FORWARD TAPERED WING MOUNTED ON A BODY OF FINENESS RATIO 12 MEASURED DURING FREE FALL AT TRANSONIC SPEEDS. Jim Rogers Thompson and Charles W. Mathews. March 13, 1947. 15p. diagrs., photos. (NACA RM L6L24) |
|1.1.2.2|,|FLIGHT TESTS TO DETERMINE THE DRAG OF FIN -STABILIZED PARABOLIC BODIES AT TRAN- SONIC AND SUPERSONIC SPEEDS. Sidney R. Alexander, Leo T. Chauvln and Charles B. Rumsey. April 21, 1948. 24p. diagrs., photos. (NACA RM L8A05) |
|1.1.2.2|,|APPLICATION OF ONE PART OF VON KARMAN'S TWO-DIMENSIONAL TRANSONIC SIMILARITY LAW TO DRAG DATA OF NACA 65-SERIES WINGS. • Kenneth B. Amer. August 24, 1948. 9p. diagrs. (NACA RM L8F24) |
|1.1.2.2|,|EFFECT OF WING SWEEP, TAPER, ANii THICK- NESS RATIO ON THE TRANSONIC DRAG CHARAC- TERISTICS OF WING-BODY COMBINATIONS. Jim Rogers Thompson and Charles W. Mathews. December 31, 1948. 29p. diagrs., photos., 2 tabs. (NACA RM L8K01) |
|1.1.2.2|,|ESTIMATION OF LIFT AND DRAG OF AIRFOILS AT NEAR SONIC SPEEDS AND IN THE PRESENCE OF DETACHED SHOCK WAVES. John P. Mayer. February 23, 1949. 23p. diagrs. (NACA RM L8L07) |
|1.1.2.2|,|STUDY BY NACA WING-FLOW METHOD OF TRANSONIC DRAG CHARACTERISTICS OF A BLUNT-NOSE BODY OF REVOLUTION AND COM- PARISON WITH RESULTS FOR A SHARP-NOSE BODY. J. Ford Johnston and Mitchell Lopatoff. April 26, 1949. 26p. diagrs., photos. (NACA RM L9C11) |
|1.1.2.2|,|ERROR IN AIRSPEED MEASUREMENT DUE TO STATIC-PRESSURE FIELD AHEAD OF SHARP- NOSE BODIES OF REVOLUTION AT TRANSONIC SPEEDS. Edward C. B. Danforth and J. Ford Johnston. August 19, 1949. 31p. diagrs., photos. (NACA RM L9C25) |
|1.1.2.2|,|MEASUREMENTS OF THE DRAG AND PRESSURE DISTRIBUTION ON A BODY OF REVOLUTION THROUGHOUT TRANSITION FROM SUBSONIC TO SUPERSONIC SPEEDS. Jim Rogers Thompson. January 16, 1950. 36p. diagrs., photos., 2 tabs. (NACA RM L9J27) |
|1.1.2.2|,|AN 8-FOOT AXISYMMETRICAL FIXED NOZZLE FOR SUBSONIC MACH NUMBERS UP TO 0.99 AND FOR A SUPERSONIC MACH NUMBER OF 1.2. Virgil S. Ritchie, Ray H. Wright and Marshall P. Tulin. February 23, 1950. 52p. diagrs., photos., 2 tabs. (NACA RM L50A03a) |
|1.1.2.2|,|PRESSURE MEASUREMENTS AT SUPERSONIC SPEEDS ON A SECTION OF A RECTANGULAR WING HAVING AN NACA 65-009 PROFILE. Robert W. Rainey. March 10, 1950. 31p. diagrs., photos,, tab. (NACA RM L9L16) |
|1.1.2.2|,|PRELIMINARY INVESTIGATION OF THE TRAN- SONIC CHARACTERISTICS OF AN NACA SUB- MERGED INLET. John A. Axelson and Robert A. Taylor. June 5, 1950. 44p. diagrs., photos. (NA-CA RM A50C13) |
|1.1.2.2|,|EXPERIMENTAL INVESTIGATION OF SUPERSONIC FLOW WITH DETACHED SHOCK WAVES FOR MACH NUMBERS BETWEEN 1.8 AND 2.9. W. E. Moeckel. July 5, 1950. 56p. diagrs., photos., 4 tabs. (NACA RM E50D05) |
|1.1.2.2|,|A PRELIMINAHY FLIGHT INVESTIGATION OF THE EFFECTS OF VORTEX GENERATORS ON SEPARA- TION DUE TO SHOCK. Lindsay J. Lina and Wilmer H. Reed, III. November 30, 1950. 30p. diagrs., photos., tab. (NACA RM L50J02) |
|1.1.2.2|,|THE USE OF SUCTION TO PREVENT SHOCK- INDUCED SEPARATION IN A NOZZLE. James R. Sterrett, Robert W. Dunning and Maurice J. Brevoort. January 30, 1951. 64p. diagrs., photos., 2 tabs. (NACA RM L50K20) |
|1.1.2.2|,|PRESSURE -DISTRIBUTION MEASUREMENTS OVER A 45° SWEPTBACK WING AT TRANSONIC SPEEDS BY THE NACA WING-FLOW METHOD. Edward C. B. Danforth and Thomas C. O'Bryan. June 1951. 42p. diagrs., photos. (NACA RM L51D24) |
|1.1.2.2|,|WING-FLOW STUDY OF PRESSURE-DRAG REDUC- TION AT TRANSONIC SPEED BY PROJECTING A JET OF AIR FROM THE NOSE OF A PROLATE SPHEROID OF FINENESS RATIO 6. Mitchell Lopatoff. October 1951. 20p. photos., diagrs., tab. (NACA RM L51E09) |
|1.1.2.2|,|PRESSURE PULSATIONS ON RIGID AIRFOILS AT TRANSONIC SPEEDS. Milton D. Humphreys. December 1951. 21p. diagrs., photos., tab. (NACARM L51I12) |
|1.1.2.2|,|A CORRELATION BY MEANS OF THE TRANSONIC SIMILARITY RULES OF THE EXPERIMENTALLY DETERMINED CHARACTERISTICS OF 22 RECTAN- GULAR WINGS OF SYMMETRICAL PROFILE. John B. McDevitt. February 1952. 60p. diagrs., 3 tabs. (NACA RM A51L17b) |
|1.1.2.2|,|THE EFFECTS OF CAMBER AND LEADING-EDGE- FLAP DEFLECTION ON THE PRESSURE PULSA- TIONS ON THIN RIGID AIRFOH.S AT TRANSONIC SPEEDS. Milton D. Humphreys and John D. Kent. October 1952. 26p. diagrs., photos., tab. (NACA RM L52G22) |
|1.1.2.2|,|EFFECT OF THICKNESS, CAMBER, AND THICK- NESS DKTRIBUTION ON AIRFOIL CHARACTERIS- TICS AT MACH NUMBERS UP TO 1.0. Bernard N. Daley and Richard S. Dick. October 1952. 76p. photos., diagrs., tab. (NACA RM L52G31a) |
|1.1.2.2|,|THE EFFECTS OF A SMALL JET OF AIR EX- HAUSTING FROM THE NOSE OF A BODY OF REV- OLUTION IN SUPERSONIC FLOW. Eugene S. Love. November 1952. 45p. diagrs., photos. (NACA RM L52I19a) |
|1.1.2.2|,|ON TRANSONIC FLOW PAST A WAVE -SHAPED WALL. Carl Kaplan. 1953. ii, 12p. (NACA Rept. 1149. Formerly TN 2748) |
|1.1.2.2|,|A COMPARISON OF THE EXPERIMENTAL SUB- SONIC PRESSURE DISTRIBUTIONS ABOUT SEV- ERAL BODIES OF REVOLUTION WITH PRESSURE DISTRIBUTIONS COMPUTED BY MEANS OF THE LINEARIZED THEORY. Clarence W. Matthews. 1953. ii, 29p. diagrs., tab. (NACA Rept. 1155. Formerly TN 2519; RM L9F28) |
|1.1.2.2|,|A CORRELATION BY MEANS OF TRANSONIC SIMILARITY RULES OF THE EXPERIMENTALLY DETERMINED CHARACTERISTICS OF 18 CAM- BERED WINGS OF RECTANGULAR PLAN FORM. John B. McDevitt. September 1953. 57p. diagrs. (NACARM A53G31) |
|1.1.2.2|,|TRANSONIC AERODYNAMIC CHARACTERISTICS OF AN NACA 64A006 AIRFOIL SECTION WITH A 15-PERCENT -CHORD LEADING-EDGE FLAP. Milton D. Humphreys. September 1953. 44p. diagrs., photos. (NACA RM L53G23) |
|1.1.2.2|,|THEORETICAL STUDY OF THE TRANSONIC LIFT OF A DOUBLE -WEDGE PROFILE WITH DETACHED BOW WAVE. Walter G. Vincenti and Cleo B. Wagoner. (Portions of this work were reported at the eighth International Congress on Theoretical and Applied Mechanics, Istanbul, Turkey, August 20-28, 1952). 1954. 11, 24p. diagrs., 2 tabs. (NACA Rept. 1180. Formerly TN 2832) |
|1.1.2.2|,|AN EXPERIMENTAL STUDY OF THE LIFT AND PRESSURE DISTRIBUTION ON A DOUBLE -WEDGE PROFILE AT MACH NUMBERS NEAR SHOCK ATTACHMENT. Walter G. Vincenti^ Duane W. Dugan and E. Ray Phelps. July 1954. 43p. diagrs. (NACA TN 3225) |
|1.1.2.2|,|TRANSONIC FLOW PAST CONE CYLINDERS. George E. Solomon, California Institute of Technology. September 1954. 56p. diagrs., photos. (NACA TN 3213) |
|1.1.2.2|,|AN INVESTIGATION OF A LIFTING 10-PERCENT- THICK SYMMETRICAL DOUBLE-WEDGE AIRFOIL AT MACH NUMBERS UP TO 1. Milton D. Humphreys. November 195^. 35p. diagrs., photos., tab. (NACA TN 3306) |
|1.1.2.2|,|AERODYNAMIC CHARACTERISTICS OF SEVERAL 6-PERCENT -THICK AIRFOILS AT ANGLES OF ATTACK FROM 0° TO 20° AT HIGH SUBSONIC SPEEDS.' Bernard N. Daley and Douglas R. Lord. May 1955. 57p. diagrs., photos. (NACA TN 3424. Formerly RM L9E19) |
|1.1.2.3|,|FLIGHT TESTS TO DETERMINE THE DRAG OF FIN-STABILIZED PARABOLIC BODIES AT TRAN- SONIC AND SUPERSONIC SPEEDS. Sidney R. Alexander, Leo T. Chairsin and Charles B. Rumsey, April 21, 1948. 24p. diagrs., photos. (NACA RM L8A05) |
|1.1.2.3|,|EFFECT OF WING SWEEP, TAPER, AND THICK- NESS RATIO ON THE TRANSONIC DRAG CHARAC- TERISTICS OF WING-BODY COMBINATIONS. Jim Rogers Thompson and Charles W. Mathews. December 31, 1948. 29p. diagrs., photos., 2 tabs. (NACA RM L8K01) |
|1.1.2.3|,|EXPERIMENTAL PRESSURE DISTRIBUTIONS OVER WING TIPS AT MACH NUMBER 1.9. I - WING TIP WITH SUBSONIC LEADING EDGE. James M. Jagger and Harold Mirels. January 27, 1949. 28p. diagrs. photo. (NACA RM E8K26) |
|1.1.2.3|,|ESTIMATION OF LIFT AND DRAG OF AIRFOILS AT NEAR SONIC SPEEDS AND IN THE PRESENCE OF DETACHED SHOCK WAVES. John P. Mayer. February 23, 1949. 23p. diagrs. (NACA RM L8L07) |
|1.1.2.3|,|STUDY BY NACA WING-FLOW METHOD OF TRANSONIC DRAG CHARACTERISTICS OF A BLUNT-NOSE BODY OF REVOLUTION AND COM- PARISON WITH RESULTS FOR A SHARP-NOSE BODY. J. Ford Johnston and Mitchell Lopatoff. April 26, 1949. 26p. diagrs., photos. (NACA RM L9C11) |
|1.1.2.3|,|TESTS OF LIFTING SURFACES ON CONICAL AND CYLINDRICAL PORTIONS OF A BODY AT SUBSONIC MACH NUMBERS AND AT A MACH NUMBER OF 1.2. Robert S. Osborne and John B. Wright. September 2, 1949. 22p. diagrs. (NACA RM L9F29) |
|1.1.2.3|,|EXPERIMENTAL PRESSURE DISTRIBUTIONS OVER WING TIPS AT MACH NUMBER 1.9. II - WING TIP WITH SUBSONIC TRAILING EDGE. Harold Mirels and James M. Jagger. December 21, 1949. 23p. diagrs., photo. (NACA RM E9I22a) |
|1.1.2.3|,|MEASUREMENTS OF THE DRAG AND PRESSURE DISTRIBUTION ON A BODY OF REVOLUTION THROUGHOUT TRANSITION FROM SUBSONIC TO SUPERSONIC SPEEDS. Jim Rogers Thompson. January 16, 1950. 36p. diagrs., photos., 2 tabs. (NACA RM L9J27) |
|1.1.2.3|,|INVESTIGATION AT MACH NUMBER 1.62 OF THE PRESSURE DISTRIBUTION OVER A RECTANGULAR WING WITH SYMMETRICAL CIRCULAR -ARC SEC- TION AND 30-PERCENT-CHORD TRAILING-EDGE FLAP. K. R. Czarnecki and James N. Mueller. January 25, 1950. 81p. diagrs., photos. (NACA RM L9J05) |
|1.1.2.3|,|THE TIME LAG BETWEEN FLAP DEFLECTION AND FORCE DEVELOPMENT AT A MACH NUMBER OF 4. Walter F. Lindsey and Edward F. Ulmann. February 13, 1950. lip. diagr., photos. (NACA RM L9L15) |
|1.1.2.3|,|AN 8-FOOT AXISYMMETRICAL FIXED NOZZLE FOR SUBSONIC MACH NUMBERS UP TO 0.99 AND FOR A SUPERSONIC MACH NUMBER OF 1.2. Virgil S. Ritchie, Ray H. Wright and Marshall P. Tulln. February 23, 1950. 52p. diagrs., photos., 2 tabs. (NACA RM L50A03a) |
|1.1.2.3|,|AERODYNAMIC INVESTIGATION AT MACH NUM- BER 1.92 OF A RFCTANGtra^AR WING AND TAIL AND BODY CONFIGURATION AND ITS COMPO- NENTS. Macon C. Ellis, Jr. and Carl E. Grigsby. March 1, 1950. 96p. diagrs., photos., 4 tabs. (NACA RM L9L28a) |
|1.1.2.3|,|PRESSURE MEASUREMENTS AT SUPERSONIC SPEEDS ON A SECTION OF A RECTANGULAR WING HAVING AN NACA 65-009 PROFILE. Robert W. Rainey. March 10, 1950. 31p. diagrs., photos., tab. (NACA RM L9L16) |
|1.1.2.3|,|EXPERIMENTAL INVESTIGATION OF SUPERSONIC FLOW WITH DETACHED SHOCK WAVES FOR MACH NUMBERS BETWEEN 1.8 AND 2.9. W. E. Moeckel. July 5, 1950. 56p. diagrs., photos., 4 tabs. (NACA RM E50D05) |
|1.1.2.3|,|DOWNWASH IN VORTEX REGION BEHIND RECTAN- GULAR HALF-WING AT MACH NUMBER 1.91. John L. Cummlngs and Rttdolph C. Haefell. October 26, 1950. 43p. diagrs., photos., tab. (NACA RM E50H10) |
